Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     4763        131         4632        5149        6863        6019        1432        1994        386         131         1                   413/193             
A     3884        1279        2605        6489        8945        2383        2301        1998        2605        1279        1                   10373/2605          
A     4420        14          4406        8826        7343        7677        5872        6632        4406        14          1                   6623/2203           
A     2049        755         1294        3343        712         6934        8243        603         1294        755         1                   2696/647            
A     3110        581         2529        5639        8815        2011        4991        3417        2529        581         1                   8749/2529           
A     6912        1578        5334        8690        3895        6246        7045        3240        1778        1578        1                   7801/2667           
A     4446        922         3524        7970        8417        6811        3072        4282        3524        922         1                   3104/881            
A     1347        360         987         2334        2569        5933        2383        1940        987         360         1                   1227/329            
A     1473        246         1227        2700        4608        2103        9490        5308        1227        246         1                   1391/409            
A     4918        2048        2870        7788        7552        5296        6034        676         2870        2048        1                   6353/1435           
A     5300        491         4809        5987        4139        7806        8580        7246        687         491         1                   11287/4809          
A     6086        1054        5032        7344        5468        8933        6670        7696        1258        1054        1                   395/148             
A     4896        718         4178        9074        7801        1137        1632        2144        4178        718         1                   6985/2089           
A     4357        15          4342        4383        6005        2990        3297        5386        26          15          1                   4370/2171           
A     7195        2153        5042        9716        3678        46          4028        5125        2521        2153        1                   16911/5042          
A     5711        314         5397        7510        1570        7115        8654        3987        1799        314         1                   4407/1799           
A     5010        222         4788        5542        1702        9045        8457        6067        532         222         1                   2638/1197           
A     4940        556         4384        7132        249         6233        8444        5366        2192        556         1                   1509/548            
A     6454        70          6384        7252        115         8210        3080        1734        798         70          1                   979/456             
A     5895        395         5500        6445        3744        2379        2024        2798        550         395         1                   617/275             
A     5060        572         4488        6556        4129        733         1223        6887        1496        572         1                   44/17               
A     2160        183         1977        4137        7838        190         3029        6217        1977        183         1                   2099/659            
A     8815        290         8525        9590        5112        8374        4628        9659        775         290         1                   3681/1705           
A     4344        114         4230        4626        6040        9311        9056        2802        282         114         1                   299/141             
A     4752        302         4450        6977        445         2793        1151        2778        2225        302         1                   11729/4450          
A     3928        454         3474        5665        1660        7959        6981        8154        1737        454         1                   9593/3474           
A     5895        75          5820        7059        6514        1141        7447        9941        1164        75          1                   2159/970            
A     1459        413         1046        2505        1501        6954        1069        1242        1046        413         1                   1982/523            
A     2713        551         2162        4875        3635        7103        35          1500        2162        551         1                   3794/1081           
A     6305        7           6298        6439        4508        3466        5823        5649        134         7           1                   6372/3149           
A     5217        405         4812        6821        468         547         4840        4026        1604        405         1                   6019/2406           
A     3185        596         2589        5774        5422        5957        1008        4195        2589        596         1                   8959/2589           
A     3144        90          3054        4162        3330        4443        1008        7812        1018        90          1                   3653/1527           
A     5240        1572        3668        8908        8354        4289        247         8965        3668        1572        1                   27/7                
A     3125        333         2792        5917        1949        2785        5971        4976        2792        333         1                   4521/1396           
A     4984        1495        3489        8473        9222        9474        6655        8092        3489        1495        1                   13457/3489          
A     4453        823         3630        6268        73          632         6655        8886        1815        823         1                   10721/3630          
A     5636        12          5624        5932        183         3736        9323        1634        296         12          1                   1446/703            
A     5154        467         4687        9841        7084        2344        9323        3336        4687        467         1                   14995/4687          
A     4981        1139        3842        8823        4684        4979        6489        9880        3842        1139        1                   406/113             
A     4884        210         4674        7221        8048        6447        740         8523        2337        210         1                   4035/1558           
A     5517        57          5460        5587        3819        727         5850        3124        70          57          1                   2776/1365           
A     4458        671         3787        8245        8789        4435        8028        9518        3787        671         1                   12703/3787          
A     2231        87          2144        2767        6479        3934        4499        6838        536         87          1                   2499/1072           
A     7222        238         6984        8386        1475        4006        3228        3791        1164        238         1                   1951/873            
A     6533        1135        5398        9232        4340        884         3228        5822        2699        1135        1                   15765/5398          
A     8328        1248        7080        9744        2434        7080        2318        7486        1416        1248        1                   753/295             
A     1964        79          1885        3849        8382        7902        2870        2182        1885        79          1                   5813/1885           
A     5403        8           5395        5818        9039        2464        3516        8850        415         8           1                   11221/5395          
A     1011        125         886         1897        6115        3992        1895        5990        886         125         1                   1454/443            
A     7524        84          7440        7710        3925        7036        1895        7740        186         84          1                   2539/1240           
A     6790        868         5922        7777        6847        3930        6393        4996        987         868         1                   2081/846            
A     6978        1042        5936        8462        8833        432         9359        9052        1484        1042        1                   965/371             
A     6541        93          6448        7037        3419        9593        3488        9040        496         93          1                   219/104             
A     7159        2041        5118        9718        382         3887        2508        762         2559        2041        1                   16877/5118          
A     6062        293         5769        7985        861         2174        9072        3068        1923        293         1                   14047/5769          
A     6926        966         5960        8416        7613        6754        4788        4276        1490        966         1                   7671/2980           
A     4691        85          4606        4789        1742        4231        8405        7913        98          85          1                   4740/2303           
A     5046        1567        3479        8525        8109        6953        8405        6828        3479        1567        1                   13571/3479          
A     1350        274         1076        2426        6167        3876        7501        5828        1076        274         1                   944/269             
A     8133        692         7441        9196        4998        7508        9340        4172        1063        692         1                   17329/7441          
A     8784        558         8226        9698        6421        9582        5655        354         914         558         1                   9241/4113           
A     4862        2035        2827        7689        6209        6838        4093        8155        2827        2035        1                   1141/257            
A     5786        162         5624        7192        7304        1835        3704        9806        1406        162         1                   6489/2812           
A     3480        525         2955        4465        1037        4983        3704        1769        985         525         1                   1589/591            
A     7104        2236        4868        9538        393         988         6931        589         2434        2236        1                   8321/2434           
A     3981        1964        2017        5998        7839        4428        463         6013        2017        1964        1                   9979/2017           
A     5832        52          5780        7277        6575        4426        7800        5865        1445        52          1                   13109/5780          
A     1290        124         1166        1873        3793        6491        4289        4772        583         124         1                   3163/1166           
A     6037        2169        3868        9905        4188        3289        5642        8561        3868        2169        1                   7971/1934           
A     5782        2224        3558        9340        2617        3755        2112        6742        3558        2224        1                   7561/1779           
A     5530        14          5516        8288        6213        5961        2698        2586        2758        14          1                   987/394             
A     4449        139         4310        4880        5094        6313        310         5774        431         139         1                   9329/4310           
A     4261        253         4008        4762        4178        4925        7182        6434        501         253         1                   9023/4008           
A     4802        1582        3220        8022        1120        7607        4472        126         3220        1582        1                   458/115             
A     5139        2329        2810        7949        741         6763        6187        9190        2810        2329        1                   6544/1405           
A     4970        932         4038        9008        3191        8330        9018        853         4038        932         1                   6989/2019           
A     5109        1060        4049        9158        1715        1929        9018        1686        4049        1060        1                   14267/4049          
A     718         218         500         1218        1342        2229        9018        5407        500         218         1                   484/125             
A     8867        243         8624        9651        8345        2876        157         1321        784         243         1                   9259/4312           
A     1932        680         1252        3184        2971        8861        4459        8679        1252        680         1                   1279/313            
A     3669        1292        2377        6046        7865        5763        5590        8762        2377        1292        1                   9715/2377           
A     2427        565         1862        4289        9017        1223        8147        3619        1862        565         1                   3358/931            
A     1938        491         1447        3385        2338        5002        5303        1974        1447        491         1                   5323/1447           
A     1028        92          936         1340        8929        3129        1005        5838        312         92          1                   296/117             
A     4376        779         3597        7973        6283        4865        1005        9331        3597        779         1                   12349/3597          
A     2360        506         1854        3287        9731        5772        1957        8360        927         506         1                   5647/1854           
A     6130        1854        4276        8268        3530        8151        6972        9256        2138        1854        1                   7199/2138           
A     6209        987         5222        8820        4756        3028        5475        149         2611        987         1                   2147/746            
A     5971        67          5904        7447        1797        7686        3833        294         1476        67          1                   6709/2952           
A     5834        2829        3005        8839        7457        8800        4696        1893        3005        2829        1                   14673/3005          
A     7324        924         6400        8924        1659        8915        9112        3407        1600        924         1                   2031/800            
A     3423        1476        1947        5370        2128        499         2567        4291        1947        1476        1                   2931/649            
A     5575        719         4856        8003        9075        5455        1788        1530        2428        719         1                   6789/2428           
A     5709        2675        3034        8743        2783        877         2408        3303        3034        2675        1                   7226/1517           
A     5462        558         4904        6688        9925        790         2366        7106        1226        558         1                   6075/2452           
A     5100        1330        3770        6985        288         9749        1823        1735        1885        1330        1                   2417/754            
A     5828        242         5586        6094        349         6843        2348        5741        266         242         1                   1987/931            
A     6471        178         6293        6674        9316        6910        7899        704         203         178         1                   13145/6293          
A     3634        208         3426        5347        9503        4392        1650        1718        1713        208         1                   8981/3426           
A     4792        1665        3127        7919        9082        6433        1650        7769        3127        1665        1                   12711/3127          
A     6864        1464        5400        9564        6038        8615        7700        5233        2700        1464        1                   1369/450            
A     7560        27          7533        7803        6693        5523        3646        4606        243         27          1                   569/279             
A     3356        128         3228        4432        5492        2106        5335        3695        1076        128         1                   649/269             
A     5942        916         5026        8455        8489        8943        9465        8267        2513        916         1                   14397/5026          
A     3692        715         2977        6669        6794        4116        9465        383         2977        715         1                   797/229             
A     5475        1910        3565        9040        5423        2209        8355        7953        3565        1910        1                   2903/713            
A     6848        2230        4618        9157        1132        1320        8253        1534        2309        2230        1                   16005/4618          
A     6244        2525        3719        9963        7942        7570        4296        614         3719        2525        1                   16207/3719          
A     6882        421         6461        7805        282         6637        4296        6116        923         421         1                   14687/6461          
A     6556        1435        5121        8263        8410        5916        5152        8705        1707        1435        1                   14819/5121          
A     5404        244         5160        6049        8416        2181        9017        8778        645         244         1                   11453/5160          
A     977         120         857         1834        8262        2232        3115        2309        857         120         1                   2811/857            
A     888         28          860         1060        3630        8869        163         648         172         28          1                   487/215             
A     3424        1220        2204        5628        656         434         8159        3466        2204        1220        1                   2263/551            
A     2917        545         2372        4103        1495        7643        3338        9034        1186        545         1                   1755/593            
A     5945        5           5940        6605        9561        9337        2759        1252        660         5           1                   1255/594            
A     7524        245         7279        7775        3995        7998        958         7809        251         245         1                   15299/7279          
A     3757        5           3752        3813        9713        2928        6841        4905        56          5           1                   3785/1876           
A     8181        1249        6932        9914        3114        9138        5038        5432        1733        1249        1                   18095/6932          
A     4254        366         3888        4686        4518        9518        5038        5427        432         366         1                   745/324             
A     2428        774         1654        4082        1538        4539        5781        9138        1654        774         1                   3255/827            
A     6802        587         6215        8045        9569        105         3093        4381        1243        587         1                   14847/6215          
A     4988        1142        3846        6911        2327        7974        4851        1808        1923        1142        1                   11899/3846          
A     6748        8           6740        6758        923         3722        4851        7181        10          8           1                   6753/3370           
A     1470        427         1043        2513        2176        8507        5759        9358        1043        427         1                   569/149             
A     5657        540         5117        6388        7628        8818        405         4359        731         540         1                   12045/5117          
A     6977        56          6921        7746        3944        3545        405         8289        769         56          1                   14723/6921          
A     2841        708         2133        3552        1076        9044        405         1668        711         708         1                   2131/711            
A     4952        1877        3075        8027        8287        4866        112         1488        3075        1877        1                   12979/3075          
A     9165        117         9048        9321        6854        6631        112         6714        156         117         1                   237/116             
A     7344        799         6545        8279        6246        2971        4356        123         935         799         1                   919/385             
A     639         43          596         1235        5654        4610        933         9038        596         43          1                   937/298             
A     3075        331         2744        3418        3885        9111        2832        2699        343         331         1                   6493/2744           
A     7822        682         7140        9012        1255        8497        3415        9086        1190        682         1                   8417/3570           
A     4912        922         3990        6242        6278        3408        90          6322        1330        922         1                   1859/665            
A     4256        661         3595        4975        3713        9512        90          9586        719         661         1                   9231/3595           
A     5618        47          5571        7475        4375        5868        90          3153        1857        47          1                   13093/5571          
A     3826        1208        2618        6444        3801        4289        90          1002        2618        1208        1                   5135/1309           
A     2517        401         2116        3575        7168        2324        3956        4451        1058        401         1                   1523/529            
A     8966        415         8551        9469        5314        1054        8031        2444        503         415         1                   18435/8551          
A     4213        808         3405        5348        9371        7483        2525        400         1135        808         1                   3187/1135           
A     4472        1386        3086        7558        976         5461        4808        8600        3086        1386        1                   6015/1543           
A     5799        927         4872        7423        9892        2426        8534        785         1624        927         1                   6611/2436           
A     5663        863         4800        8063        7424        9129        241         8054        2400        863         1                   6863/2400           
A     4612        22          4590        4867        4113        7036        3058        7740        255         22          1                   9479/4590           
A     6956        431         6525        8261        1610        358         1988        9082        1305        431         1                   15217/6525          
A     3708        957         2751        6459        5143        7133        8495        6           2751        957         1                   3389/917            
A     6043        733         5310        6928        2673        9854        9651        4527        885         733         1                   12971/5310          
A     2294        197         2097        4391        7252        2726        4852        6428        2097        197         1                   6685/2097           
A     4797        1079        3718        6656        8310        8375        9157        1455        1859        1079        1                   881/286             
A     3281        901         2380        5661        7405        5098        1277        4882        2380        901         1                   263/70              
A     7230        825         6405        8511        2839        7193        3097        8075        1281        825         1                   5247/2135           
A     7511        53          7458        8189        978         8090        3945        6553        678         53          1                   7850/3729           
A     4028        24          4004        4072        3694        3962        7757        2941        44          24          1                   2025/1001           
A     5548        136         5412        7352        2362        1134        9400        8372        1804        136         1                   1075/451            
A     7097        497         6600        8417        8202        9262        445         2123        1320        497         1                   7757/3300           
A     6408        683         5725        7553        5820        9559        9265        1800        1145        683         1                   13961/5725          
A     4032        476         3556        4921        9293        599         9663        6920        889         476         1                   1279/508            
A     967         43          924         1275        3318        6606        9314        7657        308         43          1                   1121/462            
A     2731        516         2215        4946        1967        3286        9279        5417        2215        516         1                   7677/2215           
A     5571        1443        4128        7635        9507        7892        9485        4092        2064        1443        1                   2201/688            
A     4223        31          4192        4747        3546        1061        9485        6625        524         31          1                   4485/2096           
A     5894        2419        3475        9369        1302        6782        3346        8767        3475        2419        1                   15263/3475          
A     2579        290         2289        2906        8259        2811        2294        6804        327         290         1                   5485/2289           
A     4148        1441        2707        6855        4155        1297        2574        293         2707        1441        1                   11003/2707          
A     1530        560         970         2500        7714        2724        3480        7308        970         560         1                   403/97              
A     6114        1114        5000        7364        8801        8593        3480        1059        1250        1114        1                   6739/2500           
A     7058        170         6888        9354        161         2782        1472        4025        2296        170         1                   4103/1722           
A     6718        808         5910        7900        3413        820         6201        6165        1182        808         1                   7309/2955           
A     3612        772         2840        5032        6960        5305        7986        5734        1420        772         1                   2161/710            
A     3630        359         3271        6901        6347        3035        5907        6104        3271        359         1                   10531/3271          
A     6326        2875        3451        9777        5085        931         2487        863         3451        2875        1                   16103/3451          
A     2820        342         2478        4059        5282        9630        6817        502         1239        342         1                   2293/826            
A     6257        950         5307        8026        3856        152         6673        5723        1769        950         1                   4761/1769           
A     2999        209         2790        3278        5707        7051        6673        2356        279         209         1                   6277/2790           
A     3841        428         3413        7254        8447        6041        802         3698        3413        428         1                   11095/3413          
A     2794        103         2691        3691        7221        2906        5715        127         897         103         1                   6485/2691           
A     4826        888         3938        6795        8223        299         8554        7269        1969        888         1                   11621/3938          
A     8487        164         8323        8690        7008        664         5339        3146        203         164         1                   17177/8323          
A     5263        309         4954        7740        2671        1753        408         1086        2477        309         1                   13003/4954          
A     4800        12          4788        9588        8386        1280        7582        9532        4788        12          1                   1199/399            
A     6179        404         5775        7334        7264        9142        3032        1213        1155        404         1                   13513/5775          
A     2895        471         2424        5319        7912        5512        5064        7144        2424        471         1                   1369/404            
A     9586        82          9504        9682        4041        1613        541         1914        96          82          1                   4817/2376           
A     4608        444         4164        5649        1830        673         5913        2059        1041        444         1                   3419/1388           
A     8367        48          8319        8508        7639        1178        5669        822         141         48          1                   5625/2773           
A     4808        938         3870        6743        9228        1434        3211        4962        1935        938         1                   11551/3870          
A     2331        423         1908        2967        9343        139         5588        7810        636         423         1                   883/318             
A     5162        2234        2928        8090        7529        2932        5588        7088        2928        2234        1                   3313/732            
A     4133        485         3648        5045        3074        1652        2554        3142        912         485         1                   4589/1824           
A     5845        1165        4680        8185        5781        1510        2554        2626        2340        1165        1                   1403/468            
A     7616        1181        6435        8903        9228        1512        3957        6715        1287        1181        1                   16519/6435          
A     2896        136         2760        5656        5104        1329        3556        7983        2760        136         1                   1069/345            
A     7211        170         7041        9558        6630        6144        5948        5878        2347        170         1                   16769/7041          
A     6770        2186        4584        9062        8631        3231        5948        819         2292        2186        1                   1979/573            
A     4558        1641        2917        7475        1042        55          1209        7759        2917        1641        1                   12033/2917          
A     2480        784         1696        3328        5075        5973        5990        880         848         784         1                   363/106             
A     4791        458         4333        9124        3495        4132        435         9200        4333        458         1                   13915/4333          
A     3501        565         2936        4969        3688        6101        8000        792         1468        565         1                   4235/1468           
A     2261        858         1403        3664        5804        9686        8116        821         1403        858         1                   5925/1403           
A     6082        394         5688        6556        1133        4070        8116        7469        474         394         1                   6319/2844           
A     4980        1122        3858        6909        3977        9262        2027        2123        1929        1122        1                   3963/1286           
A     3510        946         2564        6074        5928        7483        938         9567        2564        946         1                   2396/641            
A     5942        1498        4444        8164        4958        657         9718        2091        2222        1498        1                   7053/2222           
A     7147        187         6960        8539        144         4143        9371        4085        1392        187         1                   7843/3480           
A     7109        2041        5068        9643        7792        6544        7115        6520        2534        2041        1                   4188/1267           
A     4025        21          4004        5026        6619        7959        2899        8154        1001        21          1                   1293/572            
A     4240        1842        2398        6638        4274        2147        1068        7794        2398        1842        1                   5439/1199           
A     6990        1424        5566        9773        7276        6704        7830        318         2783        1424        1                   16763/5566          
A     3664        432         3232        4472        2467        3343        1679        4513        808         432         1                   1017/404            
A     6451        853         5598        8317        8557        2758        3416        7768        1866        853         1                   7384/2799           
A     3094        548         2546        5640        8927        2678        8258        5788        2546        548         1                   4367/1273           
A     3607        435         3172        5193        1163        3861        8258        5091        1586        435         1                   2200/793            
A     4285        1979        2306        6591        7524        4122        9474        8832        2306        1979        1                   5438/1153           
A     5479        1862        3617        9096        462         5974        2819        9669        3617        1862        1                   14575/3617          
A     6937        214         6723        9178        8229        9480        2819        8040        2241        214         1                   16115/6723          
A     4404        42          4362        8766        3151        7395        8515        1202        4362        42          1                   2195/727            
A     2902        570         2332        5234        594         4103        6203        3726        2332        570         1                   2034/583            
A     2706        999         1707        4413        2326        7505        9175        7255        1707        999         1                   2373/569            
A     2457        431         2026        3470        136         3983        4441        8138        1013        431         1                   5927/2026           
A     3855        1283        2572        6427        1304        7977        9582        9196        2572        1283        1                   5141/1286           
A     1995        955         1040        3035        9501        9383        8476        276         1040        955         1                   503/104             
A     5004        2097        2907        7911        4681        8557        2268        7110        2907        2097        1                   1435/323            
A     6809        691         6118        9868        7611        605         4104        207         3059        691         1                   16677/6118          
A     7493        473         7020        8033        6727        8854        4104        5534        540         473         1                   7763/3510           
A     7377        90          7287        8418        208         903         1157        2013        1041        90          1                   5265/2429           
A     6020        365         5655        6455        1728        2259        5322        6443        435         365         1                   2495/1131           
A     4586        141         4445        9031        6905        4948        8864        3727        4445        141         1                   13617/4445          
A     6762        1434        5328        8538        771         2338        4504        9232        1776        1434        1                   425/148             
A     3707        1781        1926        5633        7060        5621        413         2876        1926        1781        1                   4670/963            
A     7443        1857        5586        9305        2050        904         8140        385         1862        1857        1                   8374/2793           
A     8165        1345        6820        9870        6254        502         7336        1876        1705        1345        1                   3607/1364           
A     6268        1250        5018        8777        7847        1458        7336        8603        2509        1250        1                   15045/5018          
A     6539        911         5628        7477        2569        9838        7336        5463        938         911         1                   1168/469            
A     5292        1028        4264        9556        492         8933        7500        2271        4264        1028        1                   1856/533            
A     6578        1990        4588        8872        6097        6220        3460        4352        2294        1990        1                   7725/2294           
A     5022        1580        3442        8464        9667        9673        6622        4646        3442        1580        1                   6743/1721           
A     7076        520         6556        7672        1562        1447        7648        9878        596         520         1                   3687/1639           
A     6616        415         6201        7305        1258        1630        9794        959         689         415         1                   13921/6201          
A     6688        112         6576        7784        5358        7007        1459        9781        1096        112         1                   603/274             
A     8862        315         8547        9269        5211        3458        5029        8435        407         315         1                   18131/8547          
A     3012        1159        1853        4865        1074        8199        5029        5727        1853        1159        1                   7877/1853           
A     3445        1407        2038        5483        8929        5804        2602        9764        2038        1407        1                   4464/1019           
A     4014        1249        2765        6779        2551        8231        436         1493        2765        1249        1                   10793/2765          
A     3518        686         2832        4462        8696        2153        8857        9543        944         686         1                   665/236             
A     387         97          290         677         63          6339        9273        6488        290         97          1                   532/145             
A     2460        438         2022        3134        5701        8485        5892        1612        674         438         1                   2797/1011           
A     4632        4           4628        4988        5546        5741        5892        7318        356         4           1                   185/89              
A     4633        358         4275        6058        3493        5603        3563        5336        1425        358         1                   10691/4275          
A     8433        537         7896        8997        6691        481         5158        155         564         537         1                   415/188             
A     2396        236         2160        2828        3093        2943        3038        5504        432         236         1                   653/270             
A     5118        2455        2663        7781        1052        9567        375         5109        2663        2455        1                   12899/2663          
A     6117        441         5676        7536        2325        4363        8292        1402        1419        441         1                   4551/1892           
A     7634        710         6924        9365        4386        9576        5894        9799        1731        710         1                   16999/6924          
A     7879        1786        6093        9910        806         1793        8949        299         2031        1786        1                   17789/6093          
A     795         308         487         1282        1997        2571        2184        1193        487         308         1                   2077/487            
A     7946        246         7700        9871        649         6880        4898        2304        1925        246         1                   17817/7700          
A     2738        2           2736        2746        4738        476         6665        6374        8           2           1                   457/228             
A     3757        37          3720        5617        2719        1494        2946        8772        1860        37          1                   4687/1860           
A     5732        1760        3972        9704        8898        9240        6469        1947        3972        1760        1                   3859/993            
A     2975        929         2046        5021        4317        3903        2058        7386        2046        929         1                   3998/1023           
A     3408        1681        1727        5135        9453        7378        6678        5911        1727        1681        1                   8543/1727           
A     4014        28          3986        6007        3110        6825        8390        2519        1993        28          1                   10021/3986          
A     5665        282         5383        6434        8898        1262        859         3925        769         282         1                   12099/5383          
A     6963        2287        4676        9301        2917        2477        6688        3691        2338        2287        1                   4066/1169           
A     5455        385         5070        5845        5611        6879        9945        2542        390         385         1                   1130/507            
A     8131        851         7280        9587        2735        1494        9945        8772        1456        851         1                   8859/3640           
