Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     3016        526         2490        4261        1105        9583        7803        1597        1245        526         1                   7277/2490           
A     1827        534         1293        3120        8545        1680        1498        4121        1293        534         1                   1649/431            
A     7852        617         7235        9299        2949        9862        3303        470         1447        617         1                   17151/7235          
A     4460        443         4017        8477        1404        8106        2788        8654        4017        443         1                   12937/4017          
A     5871        417         5454        6780        7306        593         169         3472        909         417         1                   4217/1818           
A     7196        1046        6150        8426        9221        6669        7686        8202        1230        1046        1                   7811/3075           
A     5967        49          5918        8926        5335        2705        7982        7245        2959        49          1                   14893/5918          
A     6313        40          6273        6436        2122        9087        2147        3767        123         40          1                   12749/6273          
A     3658        22          3636        4264        868         4598        2258        7326        606         22          1                   3961/1818           
A     4269        900         3369        7638        9406        8461        2258        9539        3369        900         1                   3969/1123           
A     5955        2924        3031        8986        5319        2344        4953        3336        3031        2924        1                   14941/3031          
A     7884        184         7700        8269        6186        9087        2333        6200        385         184         1                   16153/7700          
A     2612        432         2180        3048        4148        9516        1661        250         436         432         1                   283/109             
A     4953        177         4776        6147        7538        2004        1661        8580        1194        177         1                   925/398             
A     6403        271         6132        8447        5703        5629        1661        7370        2044        271         1                   2475/1022           
A     8666        476         8190        9836        8498        6595        4973        7307        1170        476         1                   9251/4095           
A     5716        1674        4042        9758        4740        7164        1281        2183        4042        1674        1                   7737/2021           
A     7690        265         7425        8365        6498        7758        9514        5548        675         265         1                   3211/1485           
A     6378        650         5728        7810        5111        2211        101         3132        1432        650         1                   3547/1432           
A     5411        649         4762        7792        2836        2252        6427        4685        2381        649         1                   13203/4762          
A     6229        2700        3529        9758        6195        7581        707         5358        3529        2700        1                   15987/3529          
A     4965        1315        3650        6790        4597        5140        3783        4445        1825        1315        1                   2351/730            
A     5109        913         4196        6158        9470        870         3017        9905        1049        913         1                   11267/4196          
A     4474        1027        3447        7921        6592        922         4738        4964        3447        1027        1                   12395/3447          
A     3344        1279        2065        5409        3474        2971        3316        9844        2065        1279        1                   8753/2065           
A     6536        686         5850        7706        7092        8380        4992        5141        1170        686         1                   7121/2925           
A     6331        2711        3620        9951        2667        71          4992        7281        3620        2711        1                   8141/1810           
A     6471        599         5872        7205        8481        686         4012        8216        734         599         1                   3419/1468           
A     7028        332         6696        8144        8534        1601        2905        6816        1116        332         1                   3793/1674           
A     3848        533         3315        4953        1714        7231        4672        5984        1105        533         1                   677/255             
A     6548        1738        4810        8953        8612        8298        120         3706        2405        1738        1                   15501/4810          
A     5027        1158        3869        8896        5773        8962        2219        9211        3869        1158        1                   13923/3869          
A     2627        100         2527        2988        9749        6570        3556        4663        361         100         1                   5615/2527           
A     2114        573         1541        3655        4799        4491        338         2752        1541        573         1                   5769/1541           
A     7743        282         7461        8572        8652        3715        3055        2357        829         282         1                   16315/7461          
A     2539        736         1803        4342        4281        5293        8045        9441        1803        736         1                   6881/1803           
A     6048        444         5604        8850        2583        2145        4647        8115        2802        444         1                   2483/934            
A     5321        511         4810        6283        8333        6346        5960        4666        962         511         1                   5802/2405           
A     6073        939         5134        8640        2013        34          5960        4828        2567        939         1                   14713/5134          
A     3564        825         2739        4477        5555        1560        6990        9079        913         825         1                   731/249             
A     3676        1016        2660        6336        3041        8055        7955        2311        2660        1016        1                   2503/665            
A     6107        1304        4803        7708        4712        8048        4376        2877        1601        1304        1                   4605/1601           
A     6300        2823        3477        9777        8297        8296        7956        4946        3477        2823        1                   5359/1159           
A     8034        804         7230        9480        1143        6496        1459        4134        1446        804         1                   2919/1205           
A     5209        665         4544        7481        1570        6842        3135        8666        2272        665         1                   6345/2272           
A     2049        423         1626        2862        4914        9639        4088        2647        813         423         1                   1637/542            
A     6428        656         5772        8352        6028        5471        313         1098        1924        656         1                   3695/1443           
A     1594        782         812         2406        4687        9774        4441        5712        812         782         1                   1000/203            
A     3525        29          3496        7021        4716        6606        8727        2310        3496        29          1                   5273/1748           
A     5660        1731        3929        9589        5643        143         2674        3063        3929        1731        1                   15249/3929          
A     2561        619         1942        3532        8769        9182        6472        91          971         619         1                   6093/1942           
A     5855        2392        3463        9318        3379        7669        2558        7195        3463        2392        1                   15173/3463          
A     3954        1509        2445        6399        5437        124         2558        9300        2445        1509        1                   3451/815            
A     6320        1036        5284        8962        6517        1257        2558        2334        2642        1036        1                   7641/2642           
A     4799        839         3960        8759        8785        9597        5245        5455        3960        839         1                   6779/1980           
A     4314        818         3496        6062        9166        9835        7381        8647        1748        818         1                   1297/437            
A     5253        231         5022        5532        2978        7780        1765        887         279         231         1                   3595/1674           
A     914         350         564         1478        9944        7736        3951        6485        564         350         1                   598/141             
A     1970        431         1539        2483        9027        4122        1992        8832        513         431         1                   4453/1539           
A     773         9           764         1537        4941        5475        9847        2814        764         9           1                   1155/382            
A     6467        509         5958        9446        8644        1816        9847        7925        2979        509         1                   15913/5958          
A     1508        617         891         2399        1809        5511        3396        8634        891         617         1                   3907/891            
A     7797        1445        6352        9385        4323        6135        7254        3212        1588        1445        1                   8591/3176           
A     5856        1870        3986        9842        2143        3930        5020        4996        3986        1870        1                   7849/1993           
A     7931        991         6940        9666        1151        883         6945        1828        1735        991         1                   17597/6940          
A     3066        1238        1828        4894        1069        6671        682         7227        1828        1238        1                   1990/457            
A     4858        970         3888        6154        3443        51          4886        5790        1296        970         1                   2753/972            
A     1779        114         1665        3444        7899        2813        9626        9244        1665        114         1                   1741/555            
A     8401        377         8024        9404        4620        9900        8789        753         1003        377         1                   17805/8024          
A     8898        2           8896        8962        2535        6487        8789        4321        64          2           1                   4465/2224           
A     2881        546         2335        5216        7400        5593        8202        8569        2335        546         1                   8097/2335           
A     4645        1217        3428        6359        5459        1292        2578        4614        1714        1217        1                   2751/857            
A     6298        3113        3185        9483        8209        8754        5601        4857        3185        3113        1                   15781/3185          
A     5679        2053        3626        9305        3810        9407        7655        1285        3626        2053        1                   7492/1813           
A     1981        563         1418        2690        8685        29          7343        9710        709         563         1                   4671/1418           
A     6664        472         6192        7438        5964        2371        1651        2801        774         472         1                   7051/3096           
A     4238        296         3942        8180        2486        6811        3278        4282        3942        296         1                   6209/1971           
A     3961        1593        2368        6329        9610        5231        7893        9460        2368        1593        1                   5145/1184           
A     4863        1399        3464        6595        4994        8222        4948        9151        1732        1399        1                   5729/1732           
A     8187        677         7510        8938        4513        7067        7487        1259        751         677         1                   3425/1502           
A     7069        23          7046        7611        4678        6076        2517        2039        542         23          1                   7340/3523           
A     8190        651         7539        9267        3308        976         4721        9458        1077        651         1                   5819/2513           
A     8099        924         7175        9124        8264        6731        4721        8158        1025        924         1                   17223/7175          
A     3127        1511        1616        4743        4803        7235        5741        7529        1616        1511        1                   3935/808            
A     4184        1131        3053        7237        1962        7832        9829        5868        3053        1131        1                   11421/3053          
A     2653        88          2565        2748        2167        567         764         6982        95          88          1                   5401/2565           
A     1770        883         887         2657        1572        6323        6827        3418        887         883         1                   4427/887            
A     3431        583         2848        4143        3219        828         6709        1827        712         583         1                   3787/1424           
A     6377        1323        5054        8904        7115        5896        9431        688         2527        1323        1                   2183/722            
A     4351        67          4284        4708        9401        3901        4765        4279        357         67          1                   9059/4284           
A     6363        375         5988        9357        4974        5310        9261        3108        2994        375         1                   1310/499            
A     3564        89          3475        7039        8456        2027        6280        963         3475        89          1                   10603/3475          
A     4635        932         3703        8338        2845        9518        6280        5427        3703        932         1                   12973/3703          
A     5997        985         5012        8503        3649        4023        1141        5851        2506        985         1                   3625/1253           
A     4239        1746        2493        6732        626         7080        3460        7486        2493        1746        1                   1219/277            
A     3831        672         3159        6990        8716        8360        6580        7648        3159        672         1                   3607/1053           
A     8382        262         8120        8788        84          9597        4850        4512        406         262         1                   1717/812            
A     6951        1607        5344        9623        8684        9540        1534        7239        2672        1607        1                   8287/2672           
A     3759        1125        2634        6393        2593        6191        1534        2226        2634        1125        1                   1692/439            
A     4827        1097        3730        6692        5394        6317        9442        7918        1865        1097        1                   11519/3730          
A     5921        259         5662        6219        9235        6323        413         6549        298         259         1                   6070/2831           
A     1702        769         933         2635        8013        9022        4827        4320        933         769         1                   4337/933            
A     4367        358         4009        8376        1420        6688        8565        6921        4009        358         1                   12743/4009          
A     5644        668         4976        6888        6553        541         2877        4052        1244        668         1                   3133/1244           
A     4525        562         3963        8488        7169        2462        2713        6255        3963        562         1                   13013/3963          
A     3160        807         2353        5513        770         4680        3212        4648        2353        807         1                   8673/2353           
A     2224        905         1319        3543        8061        223         2073        7765        1319        905         1                   5767/1319           
A     7493        159         7334        7686        7126        5386        4762        1084        193         159         1                   15179/7334          
A     5710        16          5694        5736        6974        6958        549         2744        26          16          1                   5723/2847           
A     6908        864         6044        8419        5240        2442        2055        4200        1511        864         1                   15327/6044          
A     3144        91          3053        6197        4185        2083        3705        7614        3053        91          1                   9341/3053           
A     3408        864         2544        5952        7571        7635        6396        9950        2544        864         1                   195/53              
A     7105        290         6815        8468        5113        3144        2484        9392        1363        290         1                   537/235             
A     2197        227         1970        4167        107         8795        5662        4287        1970        227         1                   3182/985            
A     3073        443         2630        3599        4847        1434        9857        4962        526         443         1                   3336/1315           
A     5852        1446        4406        8055        1904        1716        4868        1121        2203        1446        1                   13907/4406          
A     4291        420         3871        4844        3025        967         7121        1697        553         420         1                   1305/553            
A     3146        446         2700        3596        8867        9855        6984        1250        450         446         1                   3371/1350           
A     4748        806         3942        6062        7050        5605        5833        3297        1314        806         1                   5405/1971           
A     6883        411         6472        8501        4089        7339        936         3905        1618        411         1                   1923/809            
A     6350        628         5722        9211        6500        5471        9369        1098        2861        628         1                   15561/5722          
A     3206        98          3108        3317        4788        7197        7084        8539        111         98          1                   6523/3108           
A     5722        122         5600        6122        7969        4736        9580        5607        400         122         1                   423/200             
A     4452        534         3918        5105        9282        8068        422         7158        653         534         1                   9557/3918           
A     8070        24          8046        8124        1911        7546        4           7354        54          24          1                   2699/1341           
A     4517        52          4465        5410        8827        2181        2348        1189        893         52          1                   9927/4465           
A     4576        2109        2467        7043        4850        5696        4354        2000        2467        2109        1                   11619/2467          
A     5949        1260        4689        7512        6576        9277        6804        4820        1563        1260        1                   4487/1563           
A     2491        1032        1459        3950        7779        7478        9088        3498        1459        1032        1                   6441/1459           
A     3426        1026        2400        4626        2092        2756        8063        3326        1200        1026        1                   671/200             
A     8718        94          8624        9257        8030        4158        4874        3324        539         94          1                   17975/8624          
A     7430        90          7340        7797        5637        622         3100        8747        367         90          1                   15227/7340          
A     1374        42          1332        1522        8352        3955        3733        9788        148         42          1                   724/333             
A     6488        64          6424        6576        5436        7878        3415        3205        88          64          1                   1633/803            
A     2967        343         2624        3623        4926        197         8902        8921        656         343         1                   3295/1312           
A     2463        821         1642        4105        2746        6357        1644        9245        1642        821         1                   4                   
A     2158        78          2080        2238        6033        1175        1070        228         80          78          1                   1099/520            
A     7625        377         7248        8833        2167        5620        2488        9751        1208        377         1                   2743/1208           
A     5683        35          5648        6389        2203        953         861         1208        706         35          1                   1509/706            
A     6196        2720        3476        9672        5566        7186        4789        133         3476        2720        1                   3967/869            
A     5476        1890        3586        9062        2477        3440        4789        9501        3586        1890        1                   7269/1793           
A     6115        155         5960        6860        799         6857        7373        1310        745         155         1                   2595/1192           
A     7093        328         6765        9348        2672        5927        7807        2656        2255        328         1                   401/165             
A     5410        2429        2981        8391        3982        6973        7807        2401        2981        2429        1                   13801/2981          
A     8544        564         7980        9209        325         9934        9667        7914        665         564         1                   17753/7980          
A     7437        651         6786        8568        3540        7030        649         583         1131        651         1                   5335/2262           
A     9298        75          9223        9699        5185        5044        649         9448        401         75          1                   18997/9223          
A     2552        428         2124        3260        3001        9626        6379        3514        708         428         1                   1453/531            
A     5376        544         4832        6584        4244        8024        9896        7675        1208        544         1                   1495/604            
A     8096        1141        6955        9487        6209        207         8368        9911        1391        1141        1                   17583/6955          
A     4543        700         3843        5824        2454        2618        7774        5394        1281        700         1                   1481/549            
A     4259        987         3272        7531        3110        121         7942        6567        3272        987         1                   5895/1636           
A     6885        381         6504        8511        9892        4272        7372        2387        1626        381         1                   1283/542            
A     2424        213         2211        4635        3775        9691        2717        9006        2211        213         1                   2353/737            
A     3793        1069        2724        5155        6378        3656        2717        6487        1362        1069        1                   2237/681            
A     868         178         690         1213        5377        497         973         4699        345         178         1                   2081/690            
A     5712        2114        3598        9310        9941        1942        1387        9119        3598        2114        1                   1073/257            
A     8406        141         8265        8957        641         5876        727         9423        551         141         1                   17363/8265          
A     6707        1646        5061        8394        8344        4877        8564        3438        1687        1646        1                   15101/5061          
A     5150        874         4276        7288        4197        6967        8564        5220        2138        874         1                   6219/2138           
A     6083        613         5470        7177        5957        3729        1571        5043        1094        613         1                   1326/547            
A     5067        2096        2971        8038        6768        6207        8516        448         2971        2096        1                   13105/2971          
A     5174        737         4437        9611        7862        5076        8516        4834        4437        737         1                   14785/4437          
A     8484        13          8471        8527        9276        7517        2630        6736        43          13          1                   17011/8471          
A     5067        87          4980        5897        2528        4012        9021        7976        830         87          1                   2741/1245           
A     4959        247         4712        9671        4929        2200        539         3013        4712        247         1                   385/124             
A     3982        1687        2295        6277        8832        4394        1678        622         2295        1687        1                   10259/2295          
A     5912        2666        3246        9158        2129        6624        4771        3489        3246        2666        1                   7535/1623           
A     2437        317         2120        2967        1630        118         1576        2868        530         317         1                   1351/530            
A     7252        484         6768        7816        1106        6856        761         1965        564         484         1                   3767/1692           
A     1376        173         1203        1777        3438        676         5130        2960        401         173         1                   1051/401            
A     1592        435         1157        2749        6936        1663        7988        6764        1157        435         1                   4341/1157           
A     6613        463         6150        8663        3036        8614        3802        3897        2050        463         1                   2546/1025           
A     3992        64          3928        4974        1076        2765        7473        7077        982         64          1                   4483/1964           
A     4826        1238        3588        6620        5766        9052        4586        7402        1794        1238        1                   5723/1794           
A     6530        106         6424        6822        5341        270         4315        5632        292         106         1                   1669/803            
A     7604        974         6630        8930        7746        1257        9036        7633        1326        974         1                   8267/3315           
A     5206        208         4998        5563        3350        1522        1802        7813        357         208         1                   10769/4998          
A     6506        266         6240        9626        7569        4435        4377        9518        3120        266         1                   4033/1560           
A     8366        14          8352        8424        1398        1161        2374        8755        58          14          1                   8395/4176           
A     7879        544         7335        9346        5353        4530        1837        4169        1467        544         1                   3445/1467           
A     4044        1856        2188        6232        7307        4554        6520        9097        2188        1856        1                   2569/547            
A     4939        169         4770        5469        4069        8724        7379        7738        530         169         1                   5204/2385           
A     7623        506         7117        8270        3509        3070        2209        5093        647         506         1                   15893/7117          
A     5736        8           5728        5768        7308        3705        9055        4097        32          8           1                   719/358             
A     5024        737         4287        6453        9390        4290        6982        2918        1429        737         1                   11477/4287          
A     3951        76          3875        4726        770         1197        7268        4427        775         76          1                   8677/3875           
A     3663        1090        2573        6236        3910        6252        3136        2218        2573        1090        1                   9899/2573           
A     8540        20          8520        9250        2244        546         4489        7533        710         20          1                   593/284             
A     5553        1117        4436        7771        5547        5665        1987        5211        2218        1117        1                   3331/1109           
A     3294        414         2880        4734        3923        207         6810        56          1440        414         1                   223/80              
A     5037        614         4423        9460        3958        2717        3763        2332        4423        614         1                   14497/4423          
A     2408        1108        1300        3708        8105        7128        8651        9581        1300        1108        1                   1529/325            
A     4284        1712        2572        6856        160         4528        3873        8981        2572        1712        1                   2785/643            
A     7363        1399        5964        8854        2873        7389        3307        2533        1491        1399        1                   16217/5964          
A     3345        1499        1846        5191        7590        3411        4293        5572        1846        1499        1                   4268/923            
A     4852        504         4348        5939        8344        2680        4293        6890        1087        504         1                   10791/4348          
A     8078        98          7980        8268        3434        2841        9461        8272        190         98          1                   8173/3990           
A     2886        162         2724        3340        2749        6832        9461        5667        454         162         1                   3113/1362           
A     4879        7           4872        4887        6605        2557        7329        2345        8           7           1                   4883/2436           
A     5812        1028        4784        8204        5850        6796        6302        283         2392        1028        1                   876/299             
A     4461        61          4400        4541        4339        4354        3855        8173        80          61          1                   4501/2200           
A     8125        901         7224        9028        2581        3591        8664        7604        903         901         1                   17153/7224          
A     5100        150         4950        6090        723         9231        1227        9016        990         150         1                   373/165             
A     3816        455         3361        7177        920         972         9146        163         3361        455         1                   10993/3361          
A     7244        119         7125        9619        5575        2805        5225        5485        2375        119         1                   5621/2375           
A     7721        461         7260        8447        2920        8055        5225        2311        726         461         1                   4042/1815           
A     1640        818         822         2462        102         415         2364        8607        822         818         1                   2051/411            
A     3990        345         3645        5205        7547        142         7785        3686        1215        345         1                   613/243             
A     3046        1222        1824        4870        9291        730         6120        4215        1824        1222        1                   1979/456            
A     8870        30          8840        9210        9602        4890        8097        2321        340         30          1                   452/221             
A     7347        123         7224        7949        7367        6694        9756        6398        602         123         1                   1912/903            
A     8205        407         7798        8762        2000        5556        9756        3384        557         407         1                   16967/7798          
A     2696        626         2070        3386        3126        7513        9756        606         690         626         1                   3041/1035           
A     7917        5           7912        7963        9422        4722        4651        2286        46          5           1                   1985/989            
A     5414        2089        3325        8739        9494        2173        1566        2756        3325        2089        1                   14153/3325          
A     1006        445         561         1567        3088        9138        15          4535        561         445         1                   2573/561            
A     5499        1449        4050        7524        4323        1143        6250        9746        2025        1449        1                   1447/450            
A     5695        1557        4138        9833        4822        1914        299         4835        4138        1557        1                   7764/2069           
A     3390        574         2816        4094        6210        9820        3649        6465        704         574         1                   1871/704            
A     6141        163         5978        9130        2870        6671        8337        7227        2989        163         1                   15271/5978          
A     6850        1150        5700        8750        2902        7243        2276        7103        1900        1150        1                   52/19               
A     2129        103         2026        4155        2038        2462        2041        3712        2026        103         1                   3142/1013           
A     4365        1446        2919        7284        1167        4362        8166        8764        2919        1446        1                   3883/973            
A     4730        102         4628        5887        8349        9834        815         5236        1157        102         1                   10617/4628          
A     4592        1479        3113        7705        2497        993         2755        7401        3113        1479        1                   12297/3113          
A     1942        12          1930        2907        408         1253        1516        7915        965         12          1                   4849/1930           
A     3158        1178        1980        5138        6359        5076        7783        4834        1980        1178        1                   2074/495            
A     893         147         746         1266        5071        3090        4572        9570        373         147         1                   2159/746            
A     8416        772         7644        9508        1966        9911        1008        6956        1092        772         1                   4481/1911           
A     2147        216         1931        4078        3920        118         8193        7099        1931        216         1                   6225/1931           
A     6924        870         6054        9951        8729        789         7184        8179        3027        870         1                   5625/2018           
A     6604        1712        4892        9050        8094        7062        7184        4054        2446        1712        1                   7827/2446           
A     2449        590         1859        4308        2949        2587        6563        4181        1859        590         1                   6757/1859           
A     879         273         606         1485        7866        5896        3547        9279        606         273         1                   394/101             
A     7408        448         6960        9148        7025        2138        8295        9479        1740        448         1                   4139/1740           
A     3293        1522        1771        5064        9630        1168        8295        9578        1771        1522        1                   8357/1771           
A     7417        42          7375        7712        7666        8257        6092        4938        295         42          1                   15129/7375          
A     7433        638         6795        8188        1290        6002        2095        8005        755         638         1                   5207/2265           
A     4048        100         3948        4189        1155        4862        6860        561         141         100         1                   8237/3948           
A     6168        448         5720        6883        4673        6462        8502        1427        715         448         1                   13051/5720          
A     5090        2498        2592        7682        4219        8575        8875        440         2592        2498        1                   3193/648            
A     8698        382         8316        9454        2218        903         9853        7954        756         382         1                   4538/2079           
A     7293        85          7208        9095        4238        6091        4287        5087        1802        85          1                   241/106             
A     9075        15          9060        9679        160         3985        8328        5918        604         15          1                   9377/4530           
A     7423        783         6640        9083        5259        3904        77          1052        1660        783         1                   8253/3320           
A     4668        993         3675        8343        1785        7660        9610        5897        3675        993         1                   4337/1225           
A     3699        1111        2588        6287        2133        7199        9610        879         2588        1111        1                   4993/1294           
A     5701        2445        3256        8957        2963        2906        552         9840        3256        2445        1                   7329/1628           
A     1799        138         1661        1950        7499        2705        1314        7245        151         138         1                   3749/1661           
A     8446        152         8294        8732        8942        8461        7757        9539        286         152         1                   8589/4147           
A     728         20          708         846         4352        2011        4223        3417        118         20          1                   787/354             
A     2243        113         2130        2456        7040        4746        2157        681         213         113         1                   4699/2130           
A     5977        653         5324        7308        2554        2399        3393        7856        1331        653         1                   13285/5324          
A     4385        131         4254        5094        8629        8086        3393        1378        709         131         1                   9479/4254           
A     5132        2114        3018        8150        2272        802         7182        7871        3018        2114        1                   6641/1509           
A     3839        165         3674        4006        225         8080        8253        4652        167         165         1                   7845/3674           
A     3070        10          3060        3087        5857        3033        2188        97          17          10          1                   6157/3060           
A     6884        1114        5770        8038        1524        1431        6799        7234        1154        1114        1                   7461/2885           
A     5117        1339        3778        8895        3642        1275        6424        8142        3778        1339        1                   7006/1889           
A     6289        37          6252        8373        1782        7438        2406        4592        2084        37          1                   7331/3126           
A     7897        603         7294        8939        1411        9161        445         6930        1042        603         1                   8418/3647           
A     2238        266         1972        2731        3927        21          6782        3429        493         266         1                   4969/1972           
A     3419        54          3365        6784        4012        111         2678        1426        3365        54          1                   10203/3365          
A     7923        715         7208        9725        4391        1834        2678        924         1802        715         1                   2206/901            
A     2122        378         1744        3866        8773        5022        650         9566        1744        378         1                   1497/436            
A     6349        981         5368        9033        5160        390         2020        4862        2684        981         1                   7691/2684           
A     3417        320         3097        6514        2216        7856        163         288         3097        320         1                   9931/3097           
