Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     5773        1947        3826        9599        4197        425         2100        2437        3826        1947        1                   7686/1913           
A     3762        569         3193        6955        2576        2212        9213        8702        3193        569         1                   10717/3193          
A     6835        1282        5553        8686        1154        7418        8917        6807        1851        1282        1                   15521/5553          
A     7962        141         7821        8199        3017        4010        1025        1969        237         141         1                   5387/2607           
A     8852        68          8784        8924        6816        3271        9079        427         72          68          1                   1111/549            
A     4792        100         4692        4930        2959        2181        8176        8778        138         100         1                   4861/2346           
A     8579        139         8440        9634        2145        6454        6344        3801        1055        139         1                   18213/8440          
A     4562        422         4140        5597        1599        3357        5684        9693        1035        422         1                   10159/4140          
A     5300        1265        4035        9335        1912        6130        486         3217        4035        1265        1                   2927/807            
A     4565        812         3753        8318        1600        7767        9736        2268        3753        812         1                   12883/3753          
A     5215        115         5100        5555        5859        8260        3770        2351        340         115         1                   359/170             
A     6393        401         5992        9389        9898        5353        3362        7650        2996        401         1                   7891/2996           
A     7789        29          7760        8565        3252        5216        2113        6660        776         29          1                   8177/3880           
A     4049        727         3322        5710        6187        8568        7444        8862        1661        727         1                   9759/3322           
A     5359        727         4632        6903        7288        1214        8547        9178        1544        727         1                   6131/2316           
A     7547        323         7224        8149        3035        3822        8547        4913        602         323         1                   654/301             
A     7086        863         6223        7975        2594        6877        479         6052        889         863         1                   15061/6223          
A     3040        984         2056        4068        8678        9786        1195        4484        1028        984         1                   1777/514            
A     3274        930         2344        4446        9408        1151        4274        4545        1172        930         1                   965/293             
A     5273        601         4672        9945        262         76          8091        9703        4672        601         1                   7609/2336           
A     4084        124         3960        4304        3220        2750        166         4544        220         124         1                   233/110             
A     1523        155         1368        1751        1931        3454        3748        6163        228         155         1                   1637/684            
A     7978        610         7368        8592        8570        3925        6179        977         614         610         1                   8285/3684           
A     5155        1023        4132        9287        18          4392        1606        1718        4132        1023        1                   7221/2066           
A     7520        357         7163        8071        19          5146        1606        4740        551         357         1                   15591/7163          
A     3578        405         3173        6751        7784        7713        5322        4319        3173        405         1                   10329/3173          
A     5660        1839        3821        9481        9010        1469        6479        4716        3821        1839        1                   15141/3821          
A     2893        858         2035        4928        2288        5369        4418        3738        2035        858         1                   711/185             
A     4512        172         4340        4729        2549        3521        7848        9056        217         172         1                   9241/4340           
A     6612        1293        5319        8385        7148        3416        7848        6293        1773        1293        1                   4999/1773           
A     3547        1471        2076        5623        8284        4764        6168        4802        2076        1471        1                   4585/1038           
A     6109        223         5886        6763        3706        4356        1893        7872        654         223         1                   6436/2943           
A     5959        2690        3269        9228        4108        3234        6539        3509        3269        2690        1                   15187/3269          
A     4943        908         4035        8978        1079        4590        8083        8222        4035        908         1                   13921/4035          
A     1735        71          1664        1863        7442        4890        9615        2321        128         71          1                   1799/832            
A     6247        2923        3324        9571        1207        5202        3462        7360        3324        2923        1                   7909/1662           
A     4440        1845        2595        7035        1508        1082        2975        6723        2595        1845        1                   765/173             
A     8657        348         8309        9844        3564        4220        2975        6779        1187        348         1                   2643/1187           
A     8322        42          8280        8502        5523        8902        2066        2956        180         42          1                   701/345             
A     2130        146         1984        2626        3335        8076        4513        3159        496         146         1                   1189/496            
A     4628        1038        3590        6423        520         4440        9920        117         1795        1038        1                   11051/3590          
A     1094        22          1072        1362        7180        2907        1873        3823        268         22          1                   307/134             
A     5185        2350        2835        8020        9261        8798        994         4119        2835        2350        1                   2641/567            
A     4740        606         4134        8874        6273        1460        4203        2984        4134        606         1                   2269/689            
A     3004        1305        1699        4703        967         8869        1428        9319        1699        1305        1                   7707/1699           
A     6556        62          6494        6938        6745        7354        3726        6855        382         62          1                   6747/3247           
A     4611        354         4257        6030        4429        3638        3127        8088        1419        354         1                   3547/1419           
A     6360        570         5790        6939        2891        4305        3127        1000        579         570         1                   4433/1930           
A     6212        265         5947        6525        146         6257        3127        7716        313         265         1                   12737/5947          
A     3436        1379        2057        5493        8309        7505        3127        7255        2057        1379        1                   8929/2057           
A     2353        67          2286        2480        445         5717        9598        7481        127         67          1                   537/254             
A     3188        284         2904        4156        2031        4988        3492        1492        968         284         1                   306/121             
A     4602        718         3884        5573        6622        487         4073        7297        971         718         1                   10175/3884          
A     6990        207         6783        7347        139         7797        4672        1579        357         207         1                   4779/2261           
A     4422        978         3444        7866        4763        1795        4672        877         3444        978         1                   1024/287            
A     5574        792         4782        7965        7753        5223        9094        891         2391        792         1                   4513/1594           
A     3624        696         2928        4356        3280        4292        1197        219         732         696         1                   665/244             
A     3573        881         2692        4919        9342        7280        8057        1083        1346        881         1                   2123/673            
A     7181        501         6680        7849        6814        6933        776         5320        668         501         1                   9/4                 
A     5116        453         4663        9779        6691        5087        428         6033        4663        453         1                   14895/4663          
A     3664        196         3468        4242        2888        2438        7495        1560        578         196         1                   3953/1734           
A     2128        759         1369        3497        8968        1513        7495        9637        1369        759         1                   5625/1369           
A     7606        381         7225        8031        1267        793         7495        5090        425         381         1                   15637/7225          
A     6208        873         5335        7275        4067        41          7602        2397        1067        873         1                   139/55              
A     9249        42          9207        9590        509         2819        2734        8146        341         42          1                   18839/9207          
A     3931        1599        2332        6263        1837        4816        4168        4336        2332        1599        1                   5097/1166           
A     3876        1287        2589        6465        7868        5885        7405        8086        2589        1287        1                   3447/863            
A     4954        260         4694        7301        7905        5589        7405        1885        2347        260         1                   12255/4694          
A     3198        530         2668        3865        6653        6444        9392        2057        667         530         1                   7063/2668           
A     7187        732         6455        8478        3190        8020        2584        2731        1291        732         1                   3133/1291           
A     5604        2027        3577        9181        1500        7694        730         2121        3577        2027        1                   14785/3577          
A     4979        2220        2759        7738        6740        6842        730         8666        2759        2220        1                   12717/2759          
A     5272        1120        4152        9424        7958        5785        3329        7084        4152        1120        1                   1837/519            
A     4293        199         4094        6340        7490        4991        4852        3730        2047        199         1                   10633/4094          
A     4588        913         3675        8263        7775        3893        8484        8507        3675        913         1                   12851/3675          
A     4595        2012        2583        7178        6841        1458        2842        1364        2583        2012        1                   11773/2583          
A     3564        192         3372        5250        4158        706         3984        4286        1686        192         1                   1469/562            
A     2770        535         2235        5005        3555        8889        5661        6785        2235        535         1                   1555/447            
A     3812        884         2928        5276        7044        346         5903        4811        1464        884         1                   568/183             
A     9634        34          9600        9674        8724        7265        5903        5212        40          34          1                   1609/800            
A     7282        1009        6273        9373        8338        4681        440         1529        2091        1009        1                   16655/6273          
A     8298        202         8096        8666        5357        210         7715        7299        368         202         1                   4241/2024           
A     1558        496         1062        2620        5365        242         2274        6376        1062        496         1                   2089/531            
A     3478        660         2818        6296        7265        9463        64          2936        2818        660         1                   4887/1409           
A     8321        1031        7290        9779        3505        1163        2483        6717        1458        1031        1                   1810/729            
A     5865        51          5814        6511        2441        19          4679        6480        646         51          1                   364/171             
A     6730        4           6726        6749        6963        8621        5915        5521        19          4           1                   4493/2242           
A     1286        182         1104        1562        401         6516        98          8327        276         182         1                   178/69              
A     5721        839         4882        8162        4500        6456        795         627         2441        839         1                   13883/4882          
A     6785        1013        5772        8228        1872        9226        795         4031        1443        1013        1                   15013/5772          
A     8826        200         8626        9280        6110        6967        2779        4747        454         200         1                   9053/4313           
A     2388        232         2156        4544        8643        4423        7382        7859        2156        232         1                   1733/539            
A     4569        657         3912        8481        7504        555         4230        4443        3912        657         1                   2175/652            
A     4284        466         3818        6193        8327        4609        6352        6065        1909        466         1                   10477/3818          
A     3943        282         3661        4466        8259        7105        5317        4073        523         282         1                   8409/3661           
A     4596        528         4068        5613        2827        1310        4070        4305        1017        528         1                   3403/1356           
A     2857        408         2449        5306        999         3607        8606        8411        2449        408         1                   8163/2449           
A     5447        157         5290        5976        4668        8021        1118        9619        529         157         1                   11423/5290          
A     7551        723         6828        9827        6964        7969        4324        8752        2276        723         1                   8689/3414           
A     1399        10          1389        2788        1429        2757        9821        3878        1389        10          1                   4187/1389           
A     7342        1138        6204        8893        9406        1441        9821        3800        1551        1138        1                   16235/6204          
A     3160        742         2418        5578        6949        586         4333        7404        2418        742         1                   4369/1209           
A     5594        1994        3600        9194        2358        9861        1741        6282        3600        1994        1                   3697/900            
A     8917        82          8835        9202        1121        6561        4952        6215        285         82          1                   18119/8835          
A     6900        2078        4822        9311        5951        159         9787        4571        2411        2078        1                   16211/4822          
A     1547        41          1506        3053        2047        1433        8900        633         1506        41          1                   2300/753            
A     7380        516         6864        8524        4714        5220        6351        2402        1144        516         1                   994/429             
A     7431        208         7223        7664        7421        1007        1668        8080        233         208         1                   15095/7223          
A     7720        1480        6240        9800        1288        1741        5013        4087        2080        1480        1                   73/26               
A     4164        62          4102        6215        7896        6008        42          6935        2051        62          1                   10379/4102          
A     7442        457         6985        8077        4998        5025        6101        7249        635         457         1                   15519/6985          
A     2813        227         2586        4106        4217        5404        4108        9154        1293        227         1                   6919/2586           
A     2391        484         1907        4298        240         4420        4108        2826        1907        484         1                   6689/1907           
A     5053        103         4950        7528        2464        8708        1719        3588        2475        103         1                   12581/4950          
A     2460        52          2408        3062        7743        2338        3592        9232        602         52          1                   2761/1204           
A     3830        826         3004        5332        8631        4323        3592        9474        1502        826         1                   4581/1502           
A     6418        1652        4766        8801        513         9071        1745        4569        2383        1652        1                   15219/4766          
A     3814        583         3231        4891        4386        6339        2991        6488        1077        583         1                   8705/3231           
A     1959        211         1748        2396        5231        4520        6606        6122        437         211         1                   4355/1748           
A     8821        311         8510        9191        3996        349         8407        5884        370         311         1                   9006/4255           
A     4046        491         3555        5231        4701        6879        1077        7425        1185        491         1                   9277/3555           
A     5251        123         5128        5892        3671        6363        4150        5365        641         123         1                   11143/5128          
A     1516        18          1498        2265        1886        313         7737        3118        749         18          1                   3781/1498           
A     2617        163         2454        3844        9905        9905        1238        7553        1227        163         1                   6461/2454           
A     4872        682         4190        6967        8112        324         9415        7581        2095        682         1                   11839/4190          
A     1820        498         1322        3142        8641        9679        9900        2435        1322        498         1                   2481/661            
A     5698        2097        3601        9299        7966        7432        3593        4183        3601        2097        1                   14997/3601          
A     3145        207         2938        4614        4038        2504        7768        3547        1469        207         1                   7759/2938           
A     7042        22          7020        7237        3462        2383        2121        7969        195         22          1                   14279/7020          
A     5248        137         5111        5517        2727        7173        6310        8633        269         137         1                   10765/5111          
A     1845        223         1622        3467        1761        8005        7359        8688        1622        223         1                   2656/811            
A     8255        195         8060        9061        3744        8066        7888        8825        806         195         1                   333/155             
A     2197        599         1598        2996        9382        1409        7963        1822        799         599         1                   5193/1598           
A     1405        80          1325        1670        5365        9893        5963        3279        265         80          1                   123/53              
A     1606        618         988         2594        8272        4244        5251        1111        988         618         1                   1050/247            
A     4227        89          4138        6296        3347        794         5251        6334        2069        89          1                   10523/4138          
A     4304        37          4267        8571        4989        7901        8142        2725        4267        37          1                   12875/4267          
A     2385        720         1665        4050        2728        1441        9629        3800        1665        720         1                   143/37              
A     3942        466         3476        5680        5770        3093        3948        159         1738        466         1                   4811/1738           
A     5977        48          5929        6824        9220        658         8508        4363        847         48          1                   12801/5929          
A     6602        224         6378        8728        8845        5411        5557        6680        2126        224         1                   2555/1063           
A     3611        61          3550        7161        541         2832        1398        6872        3550        61          1                   5386/1775           
A     7073        149         6924        8804        4270        9801        3060        8060        1731        149         1                   15877/6924          
A     4763        119         4644        9407        8636        914         780         1550        4644        119         1                   7085/2322           
A     3064        942         2122        5186        2398        4782        5379        5412        2122        942         1                   4125/1061           
A     4787        1536        3251        8038        3129        3086        7070        3154        3251        1536        1                   12825/3251          
A     2626        824         1802        3527        2181        1007        7070        8080        901         824         1                   6153/1802           
A     6493        877         5616        8365        4739        2269        6765        9515        1872        877         1                   7429/2808           
A     9829        37          9792        9901        7817        2559        2137        4455        72          37          1                   9865/4896           
A     3976        344         3632        4430        6863        5194        26          6910        454         344         1                   4203/1816           
A     6338        8           6330        6368        3758        6733        5548        6482        30          8           1                   6353/3165           
A     8332        882         7450        9822        3565        8611        5548        962         1490        882         1                   9077/3725           
A     4233        870         3363        5354        9692        5852        8500        7608        1121        870         1                   9587/3363           
A     2824        231         2593        5417        843         5587        9635        9116        2593        231         1                   8241/2593           
A     7577        2           7575        9092        5072        3594        7425        6701        1515        2           1                   16669/7575          
A     4624        365         4259        8883        464         6270        6687        4748        4259        365         1                   13507/4259          
A     6276        904         5372        8962        5371        5849        5399        6124        2686        904         1                   7619/2686           
A     7038        978         6060        9058        5           3805        7915        2189        2020        978         1                   4024/1515           
A     4874        4           4870        5361        467         1975        4363        747         487         4           1                   2047/974            
A     5354        824         4530        6260        9107        3006        9907        8019        906         824         1                   5807/2265           
A     5771        1183        4588        8065        2315        7990        553         4138        2294        1183        1                   3459/1147           
A     6179        503         5676        7125        425         6466        8647        1549        946         503         1                   3326/1419           
A     5697        1245        4452        7181        8215        8114        8545        6570        1484        1245        1                   6439/2226           
A     4251        2017        2234        6485        4520        8480        2139        7694        2234        2017        1                   5368/1117           
A     8363        99          8264        9396        1993        6411        2139        4736        1033        99          1                   17759/8264          
A     6306        2712        3594        9900        5387        3915        5348        2341        3594        2712        1                   2701/599            
A     6207        829         5378        8896        6137        1684        6585        18          2689        829         1                   15103/5378          
A     6627        2099        4528        8891        582         3937        9757        740         2264        2099        1                   7759/2264           
A     7659        471         7188        8258        7017        3288        6194        4436        599         471         1                   15917/7188          
A     7109        7           7102        7243        4848        5353        9462        2317        134         7           1                   7176/3551           
A     4836        561         4275        6261        2639        7522        7043        1696        1425        561         1                   1233/475            
A     4780        1247        3533        8313        4839        6978        4765        8165        3533        1247        1                   13093/3533          
A     6622        767         5855        7793        6571        1157        6413        8784        1171        767         1                   2883/1171           
A     5201        875         4326        7364        2271        7868        6413        6430        2163        875         1                   1795/618            
A     2239        137         2102        3290        3644        1921        5853        1622        1051        137         1                   5529/2102           
A     7110        90          7020        7500        8722        2876        8346        8646        390         90          1                   487/234             
A     3692        1767        1925        5617        7912        5313        8346        392         1925        1767        1                   9309/1925           
A     2775        1044        1731        4506        9189        1839        3142        8044        1731        1044        1                   2427/577            
A     3034        520         2514        4291        8154        3615        3142        8224        1257        520         1                   7325/2514           
A     3259        91          3168        3355        8035        1613        3142        8053        96          91          1                   3307/1584           
A     6638        1168        5470        9373        1391        7645        3892        6378        2735        1168        1                   16011/5470          
A     5185        10          5175        5260        1945        8458        2117        1153        75          10          1                   2089/1035           
A     7410        345         7065        8823        2713        5716        2150        3887        1413        345         1                   5411/2355           
A     7029        1141        5888        8501        5260        3293        8373        7574        1472        1141        1                   7765/2944           
A     2337        1069        1268        3605        7371        3957        9481        5033        1268        1069        1                   2971/634            
A     3660        580         3080        4430        4641        7335        5667        7710        770         580         1                   809/308             
A     5003        1646        3357        8360        2574        344         3824        9472        3357        1646        1                   13363/3357          
A     7192        1918        5274        9829        8747        3317        7278        5178        2637        1918        1                   17021/5274          
A     6418        3094        3324        9742        8072        8810        3552        2665        3324        3094        1                   4040/831            
A     4042        407         3635        4769        7673        7093        5694        8520        727         407         1                   8811/3635           
A     7364        1019        6345        8633        8397        2591        4988        5186        1269        1019        1                   15997/6345          
A     7049        29          7020        8453        9716        2468        3517        3534        1404        29          1                   7751/3510           
A     3583        223         3360        4703        8931        3507        765         7552        1120        223         1                   1381/560            
A     4524        1213        3311        7835        6106        2249        5523        4494        3311        1213        1                   12359/3311          
A     3082        542         2540        3717        3560        2434        2434        3511        635         542         1                   6799/2540           
A     6108        308         5800        9008        153         8723        9562        9057        2900        308         1                   3779/1450           
A     5536        408         5128        6818        214         1988        9107        1306        1282        408         1                   6177/2564           
A     2091        362         1729        3820        2106        1999        8060        3597        1729        362         1                   5911/1729           
A     6999        2217        4782        9390        4395        9697        4570        191         2391        2217        1                   5463/1594           
A     675         3           672         683         1294        8635        2985        2796        8           3           1                   97/48               
A     4455        1153        3302        7757        3928        5394        212         7676        3302        1153        1                   6106/1651           
A     5913        261         5652        6541        3839        212         8511        1293        628         261         1                   6227/2826           
A     3743        539         3204        5345        5562        8529        6276        7754        1602        539         1                   2272/801            
A     6714        162         6552        7533        5041        9838        6309        5463        819         162         1                   1583/728            
A     4855        629         4226        9081        7072        6824        2438        3570        4226        629         1                   6968/2113           
A     6745        81          6664        6864        8929        51          4478        5790        119         81          1                   13609/6664          
A     4669        536         4133        8802        7530        5076        1663        4834        4133        536         1                   13471/4133          
A     5508        238         5270        6562        8413        5409        5986        5567        1054        238         1                   71/31               
A     6464        1470        4994        8961        7123        5096        4260        7296        2497        1470        1                   15425/4994          
A     5289        1888        3401        8690        6929        6165        4750        2624        3401        1888        1                   13979/3401          
A     2739        909         1830        4569        148         2792        4750        1151        1830        909         1                   1218/305            
A     4886        687         4199        9085        4788        2885        7353        4228        4199        687         1                   13971/4199          
A     6889        127         6762        7855        8226        7226        1713        7843        966         127         1                   7372/3381           
A     5818        1962        3856        9674        1328        9569        3583        6441        3856        1962        1                   3873/964            
A     3069        1378        1691        4760        2139        9233        2581        4637        1691        1378        1                   7829/1691           
A     4296        132         4164        5684        9947        5696        9769        7967        1388        132         1                   2495/1041           
A     3688        88          3600        3838        7962        7574        8907        3773        150         88          1                   3763/1800           
A     3632        320         3312        4736        148         32          7710        7006        1104        320         1                   523/207             
A     9530        130         9400        9730        3480        146         7710        1518        200         130         1                   963/470             
A     6742        634         6108        7760        7734        8071        6652        2044        1018        634         1                   2417/1018           
A     7350        85          7265        8803        4800        4759        4644        7984        1453        85          1                   16153/7265          
A     1845        77          1768        1981        2264        8722        7467        1783        136         77          1                   1913/884            
A     7011        1155        5856        8963        673         8292        2956        7377        1952        1155        1                   7987/2928           
A     2686        450         2236        3804        7428        2609        4681        8059        1118        450         1                   3245/1118           
A     7034        889         6145        8263        1436        915         5720        7226        1229        889         1                   15297/6145          
A     6302        2048        4254        8429        6969        1204        9642        5292        2127        2048        1                   14731/4254          
A     5971        181         5790        6550        640         4838        6201        5560        579         181         1                   12521/5790          
A     3098        76          3022        4609        9072        7033        8708        1314        1511        76          1                   7707/3022           
A     8077        82          7995        8692        1767        1793        5780        299         615         82          1                   409/195             
A     6626        411         6215        7191        5933        2086        6856        8818        565         411         1                   13817/6215          
A     4956        28          4928        5308        1643        5560        8757        5302        352         28          1                   1283/616            
A     3157        378         2779        5936        8631        9127        4728        8221        2779        378         1                   1299/397            
A     8716        130         8586        9193        6872        815         3339        4911        477         130         1                   17909/8586          
A     790         6           784         888         7051        5742        746         1251        98          6           1                   839/392             
A     3126        852         2274        5400        4364        2477        814         3691        2274        852         1                   1421/379            
A     1487        170         1317        1926        4339        9531        6411        3170        439         170         1                   3413/1317           
A     5856        345         5511        7693        9250        3256        8604        4003        1837        345         1                   13549/5511          
A     3477        195         3282        5118        1700        859         4629        5951        1641        195         1                   2865/1094           
A     4122        122         4000        4922        2532        2970        4159        3346        800         122         1                   2261/1000           
A     5823        781         5042        8344        4966        3510        1583        1664        2521        781         1                   14167/5042          
A     3314        122         3192        3542        202         807         6945        2369        228         122         1                   857/399             
A     2205        224         1981        4186        1012        8612        3834        5161        1981        224         1                   913/283             
A     7142        1517        5625        9017        3894        5810        8055        2368        1875        1517        1                   16159/5625          
A     8877        341         8536        9265        3560        6008        7265        6935        388         341         1                   9071/4268           
A     8182        23          8159        8223        8158        4293        2268        292         41          23          1                   16405/8159          
A     6547        281         6266        9680        1813        4079        3676        9203        3133        281         1                   16227/6266          
A     2359        1161        1198        3557        7913        8757        7315        4915        1198        1161        1                   2958/599            
A     3350        749         2601        5951        4221        5260        9387        5025        2601        749         1                   9301/2601           
A     7126        106         7020        7711        7276        1512        7035        6715        585         106         1                   14837/7020          
A     8997        627         8370        9834        844         7357        2538        5185        837         627         1                   6277/2790           
A     1779        773         1006        2785        4531        6767        4585        9723        1006        773         1                   2282/503            
A     6042        936         5106        8595        5072        7868        9947        6430        2553        936         1                   4879/1702           
A     8071        366         7705        9612        30          8294        9863        3999        1541        366         1                   17683/7705          
A     6302        479         5823        8243        9290        1622        460         7331        1941        479         1                   14545/5823          
A     5529        333         5196        6395        1183        5288        2870        7465        866         333         1                   2981/1299           
A     4177        208         3969        4744        609         777         8942        2488        567         208         1                   8921/3969           
A     9033        11          9022        9059        1345        7884        5636        5832        26          11          1                   9046/4511           
A     8345        806         7539        9422        7897        7632        8729        6105        1077        806         1                   17767/7539          
A     5210        2486        2724        7934        4145        6237        911         7135        2724        2486        1                   3286/681            
A     4776        969         3807        8583        5888        8274        9224        530         3807        969         1                   4453/1269           
A     6391        2055        4336        8559        9192        6445        8731        5013        2168        2055        1                   7475/2168           
A     8006        1088        6918        9159        7710        8382        8731        6575        1153        1088        1                   17165/6918          
A     4117        562         3555        4828        8624        4286        6256        1944        711         562         1                   1789/711            
A     3637        285         3352        4056        9945        3440        4571        9501        419         285         1                   7693/3352           
A     5377        309         5068        5739        5720        3073        1468        650         362         309         1                   397/181             
A     2787        115         2672        2954        5433        7856        4056        9679        167         115         1                   5741/2672           
A     8259        959         7300        9719        9767        2792        5452        8816        1460        959         1                   8989/3650           
A     3843        463         3380        7223        879         904         5452        9582        3380        463         1                   5533/1690           
