Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     846         62          784         1630        7797        2158        8892        3702        784         62          1                   619/196             
A     3684        1838        1846        5530        2650        4365        7042        3145        1846        1838        1                   4607/923            
A     3477        117         3360        3717        8610        2164        3096        7477        240         117         1                   1199/560            
A     7284        750         6534        9462        9006        3029        8649        6554        2178        750         1                   2791/1089           
A     8902        310         8592        9439        1583        9910        8649        2865        537         310         1                   18341/8592          
A     3641        1119        2522        6163        1271        5204        2987        2871        2522        1119        1                   4902/1261           
A     6737        1106        5631        8614        4935        4138        607         2135        1877        1106        1                   5117/1877           
A     6875        582         6293        7774        6223        344         2757        495         899         582         1                   14649/6293          
A     6905        1377        5528        9669        8799        1724        1948        6817        2764        1377        1                   8287/2764           
A     2929        580         2349        3712        9679        2202        8614        967         783         580         1                   229/81              
A     4388        1929        2459        6847        2594        6208        8455        2602        2459        1929        1                   11235/2459          
A     7181        56          7125        7306        8061        5968        8329        3399        125         56          1                   4829/2375           
A     4960        587         4373        9333        362         7267        1300        3223        4373        587         1                   14293/4373          
A     4342        453         3889        8231        822         4460        9770        2947        3889        453         1                   12573/3889          
A     339         74          265         604         1463        2780        9770        4367        265         74          1                   943/265             
A     8546        834         7712        9510        881         271         245         7117        964         834         1                   2257/964            
A     2196        1060        1136        3332        5973        3967        6196        5390        1136        1060        1                   691/142             
A     940         52          888         1051        5039        1725        3506        1707        111         52          1                   1991/888            
A     5240        306         4934        7707        1904        1653        7157        1602        2467        306         1                   12947/4934          
A     5338        1006        4332        6782        4038        989         502         2745        1444        1006        1                   1010/361            
A     4189        640         3549        7738        1606        1817        502         2036        3549        640         1                   11927/3549          
A     1566        56          1510        1717        3658        1371        6552        6790        151         56          1                   3283/1510           
A     2137        309         1828        3051        9403        8000        897         5142        914         309         1                   1297/457            
A     6731        2153        4578        9020        1555        5454        897         809         2289        2153        1                   15751/4578          
A     3274        26          3248        4898        7499        7970        2413        1365        1624        26          1                   2043/812            
A     6012        622         5390        6782        684         5926        5472        6325        770         622         1                   6397/2695           
A     6556        1564        4992        9052        3084        3907        3882        7744        2496        1564        1                   1951/624            
A     7350        460         6890        8039        9017        7514        8132        1888        689         460         1                   15389/6890          
A     3834        874         2960        5314        4825        7764        4458        2950        1480        874         1                   2287/740            
A     6070        350         5720        6642        6889        1047        2009        4611        572         350         1                   1589/715            
A     5330        1397        3933        9263        6109        9652        730         8879        3933        1397        1                   14593/3933          
A     5695        447         5248        6351        2593        1244        3112        4951        656         447         1                   6023/2624           
A     4098        1032        3066        5631        7879        7716        8492        9050        1533        1032        1                   3243/1022           
A     4677        710         3967        8644        5870        7537        6289        9237        3967        710         1                   13321/3967          
A     2566        78          2488        5054        899         8232        361         9956        2488        78          1                   1905/622            
A     2968        38          2930        5898        7193        7845        7259        2048        2930        38          1                   4433/1465           
A     8293        181         8112        8631        4053        8110        8641        1960        338         181         1                   4231/2028           
A     5872        244         5628        6341        8450        8997        3136        670         469         244         1                   4071/1876           
A     1844        244         1600        2164        8511        7419        7940        2163        320         244         1                   501/200             
A     5927        147         5780        7372        4188        1820        542         9403        1445        147         1                   13299/5780          
A     2948        750         2198        5146        5285        5389        8185        5705        2198        750         1                   4047/1099           
A     4413        1360        3053        7466        6856        3714        4583        2396        3053        1360        1                   11879/3053          
A     7591        236         7355        9062        1988        8658        7149        9185        1471        236         1                   16653/7355          
A     4903        1735        3168        8071        8667        6227        2998        37          3168        1735        1                   6487/1584           
A     4574        414         4160        5406        8793        3646        1997        7182        832         414         1                   499/208             
A     5749        17          5732        7182        3526        7849        1997        6623        1433        17          1                   12931/5732          
A     2307        441         1866        3240        6422        7028        6500        7712        933         441         1                   1849/622            
A     4622        395         4227        6031        1901        6903        3496        8431        1409        395         1                   3551/1409           
A     3568        910         2658        4897        1635        5209        4947        854         1329        910         1                   8465/2658           
A     5157        373         4784        6353        1031        2568        5552        9542        1196        373         1                   5755/2392           
A     5290        10          5280        6346        8176        2139        2815        1241        1056        10          1                   2909/1320           
A     6212        107         6105        7433        1572        1761        7703        5979        1221        107         1                   2729/1221           
A     5035        1096        3939        8974        4111        955         7402        4888        3939        1096        1                   14009/3939          
A     6760        319         6441        8907        2929        4226        6627        5329        2147        319         1                   15667/6441          
A     7254        72          7182        8052        6997        5756        1068        2235        798         72          1                   2551/1197           
A     2272        22          2250        2347        6128        3037        2063        8025        75          22          1                   4619/2250           
A     6552        588         5964        9534        2658        1736        7914        4410        2982        588         1                   383/142             
A     351         60          291         642         1044        6588        2291        802         291         60          1                   331/97              
A     4749        2183        2566        7315        5612        1875        1743        4872        2566        2183        1                   6032/1283           
A     3100        535         2565        5665        1236        9141        314         9282        2565        535         1                   1753/513            
A     2791        981         1810        4601        8258        6780        3366        1959        1810        981         1                   3696/905            
A     6712        1892        4820        9122        8974        41          5878        2397        2410        1892        1                   7917/2410           
A     3016        667         2349        3799        8051        1002        1654        9306        783         667         1                   235/81              
A     7330        151         7179        9723        8322        3684        2539        6380        2393        151         1                   17053/7179          
A     4992        951         4041        9033        2749        6457        7116        6135        4041        951         1                   4675/1347           
A     2144        484         1660        2974        6717        3440        7739        466         830         484         1                   2559/830            
A     4821        1756        3065        7886        4539        8133        7629        1902        3065        1756        1                   12707/3065          
A     6520        1736        4784        8912        6578        265         3655        1170        2392        1736        1                   1929/598            
A     4088        1253        2835        6923        1170        270         6970        5632        2835        1253        1                   1573/405            
A     3751        98          3653        4032        665         7560        8109        7659        281         98          1                   7783/3653           
A     7022        202         6820        8386        8439        9531        4751        3170        1364        202         1                   3852/1705           
A     9175        29          9146        9209        5123        4210        4751        286         34          29          1                   9192/4573           
A     4185        123         4062        6216        5995        420         8592        143         2031        123         1                   3467/1354           
A     8613        163         8450        9458        3082        7467        9749        6303        845         163         1                   18071/8450          
A     7004        1388        5616        8876        5233        4310        1172        1204        1872        1388        1                   1985/702            
A     2583        9           2574        2601        2231        5523        7307        4606        18          9           1                   288/143             
A     2155        655         1500        3655        3521        3848        1400        5639        1500        655         1                   581/150             
A     6945        1889        5056        9473        1905        8800        1031        8074        2528        1889        1                   8209/2528           
A     2528        968         1560        4088        9371        9425        6021        5216        1560        968         1                   827/195             
A     7293        429         6864        7865        6535        413         6021        8721        572         429         1                   53/24               
A     4982        1798        3184        8166        889         2173        3992        7211        3184        1798        1                   3287/796            
A     751         118         633         1384        6992        3524        1569        1856        633         118         1                   2135/633            
A     6657        657         6000        7857        1577        1604        2142        8400        1200        657         1                   2419/1000           
A     1037        342         695         1732        9792        2610        8017        55          695         342         1                   2769/695            
A     2160        529         1631        3791        6819        9741        9740        1985        1631        529         1                   5951/1631           
A     4621        722         3899        8520        5185        2837        9740        2180        3899        722         1                   13141/3899          
A     7725        1001        6724        9406        1832        6784        2047        2748        1681        1001        1                   17131/6724          
A     4564        1458        3106        6117        186         7267        2047        3223        1553        1458        1                   10681/3106          
A     6214        2943        3271        9485        4198        6548        9036        2534        3271        2943        1                   15699/3271          
A     5538        294         5244        6412        5318        5174        9686        716         874         294         1                   5975/2622           
A     4717        175         4542        6988        7405        2277        5130        4112        2271        175         1                   11705/4542          
A     6384        552         5832        7356        2266        2484        3467        5991        972         552         1                   1145/486            
A     5678        1770        3908        7632        2702        8273        6342        281         1954        1770        1                   6655/1954           
A     1423        103         1320        2743        7293        942         1531        4730        1320        103         1                   2083/660            
A     5927        503         5424        7283        9745        6118        3308        2916        1356        503         1                   6605/2712           
A     5472        912         4560        6992        8203        9059        4620        2915        1520        912         1                   41/15               
A     8279        233         8046        8726        1972        8162        2427        2411        447         233         1                   17005/8046          
A     6073        203         5870        9008        596         1955        928         2860        2935        203         1                   15081/5870          
A     3679        683         2996        6675        1822        403         928         531         2996        683         1                   5177/1498           
A     6300        258         6042        9321        6903        9180        4011        8399        3021        258         1                   5207/2014           
A     7160        40          7120        8584        5597        4701        5576        2372        1424        40          1                   984/445             
A     4031        41          3990        4101        5521        9919        931         9077        70          41          1                   214/105             
A     5000        350         4650        5775        1551        4245        4208        7506        775         350         1                   431/186             
A     7224        9           7215        7237        548         4251        4208        1837        13          9           1                   14461/7215          
A     4335        1986        2349        6684        1443        4812        2235        6798        2349        1986        1                   3673/783            
A     6339        1211        5128        7621        4127        7718        1270        3094        1282        1211        1                   1745/641            
A     7756        172         7584        9020        2645        4205        2102        8456        1264        172         1                   699/316             
A     3915        51          3864        4007        768         719         5528        39          92          51          1                   3961/1932           
A     4645        607         4038        5991        6192        8640        1077        7184        1346        607         1                   5318/2019           
A     9122        242         8880        9418        7203        7086        6075        2214        296         242         1                   309/148             
A     6498        378         6120        9558        7086        7926        2675        8929        3060        378         1                   223/85              
A     6238        1110        5128        7520        4765        8222        3724        816         1282        1110        1                   6879/2564           
A     1291        305         986         2277        9925        7777        3724        4027        986         305         1                   1784/493            
A     4447        376         4071        8518        4671        499         8224        5676        4071        376         1                   12965/4071          
A     7871        443         7428        9728        7497        8123        6873        1166        1857        443         1                   17599/7428          
A     3601        625         2976        5089        3974        6299        9460        4156        1488        625         1                   4345/1488           
A     4606        1636        2970        7576        8568        5231        9908        9460        2970        1636        1                   6091/1485           
A     4280        2024        2256        6536        4803        4685        8437        6477        2256        2024        1                   676/141             
A     3353        1229        2124        5477        1684        5478        6859        7038        2124        1229        1                   4415/1062           
A     6167        611         5556        7093        278         6228        3254        9288        926         611         1                   1105/463            
A     4806        126         4680        5742        7042        8861        1674        1288        936         126         1                   293/130             
A     5213        669         4544        9757        5159        1447        5256        89          4544        669         1                   7485/2272           
A     8757        47          8710        9628        2273        2929        9322        6709        871         47          1                   3677/1742           
A     7111        1199        5912        8589        3756        4739        5606        8744        1478        1199        1                   3925/1478           
A     3781        1269        2512        6293        2571        8380        1612        5141        2512        1269        1                   5037/1256           
A     8494        799         7695        9349        6759        3685        9852        5993        855         799         1                   17843/7695          
A     5050        1638        3412        6756        9881        5948        9852        8789        1706        1638        1                   5903/1706           
A     5314        320         4994        7811        7051        8956        2224        6918        2497        320         1                   13125/4994          
A     7616        56          7560        7832        1567        3198        9949        6844        216         56          1                   1931/945            
A     1809        185         1624        2621        2754        48          7723        1958        812         185         1                   2215/812            
A     7481        446         7035        7950        1881        1419        8606        8828        469         446         1                   15431/7035          
A     6569        909         5660        7984        7142        4238        1679        6622        1415        909         1                   14553/5660          
A     5396        392         5004        6230        3350        8511        4365        9741        834         392         1                   5813/2502           
A     4740        700         4040        6760        5316        5416        7448        2625        2020        700         1                   575/202             
A     5971        619         5352        8647        8660        7665        2417        3088        2676        619         1                   7309/2676           
A     6519        603         5916        7505        8872        1404        9060        4587        986         603         1                   3506/1479           
A     8267        179         8088        9278        3568        1025        7609        3003        1011        179         1                   17545/8088          
A     1585        177         1408        1937        6185        1304        3045        361         352         177         1                   1761/704            
A     7175        951         6224        8731        3150        6986        9543        4737        1556        951         1                   7953/3112           
A     2126        504         1622        2937        3528        3552        4476        1424        811         504         1                   5063/1622           
A     3416        224         3192        5012        4489        3114        3907        8213        1596        224         1                   301/114             
A     3793        125         3668        7461        6471        1124        8697        5528        3668        125         1                   5627/1834           
A     5262        1500        3762        7143        3971        4216        8697        3690        1881        1500        1                   4135/1254           
A     4769        37          4732        5107        1194        7659        9328        9558        338         37          1                   2469/1183           
A     4836        1122        3714        6693        4547        3307        2922        2806        1857        1122        1                   3843/1238           
A     2543        197         2346        3325        7324        7062        1029        5913        782         197         1                   978/391             
A     5642        872         4770        7232        2349        8485        2722        8355        1590        872         1                   6437/2385           
A     7593        353         7240        7955        3771        425         4969        2437        362         353         1                   3887/1810           
A     4691        1834        2857        7548        2161        497         6126        5268        2857        1834        1                   12239/2857          
A     6359        883         5476        9097        9134        360         5074        322         2738        883         1                   3864/1369           
A     7910        469         7441        8973        7496        8358        8725        7708        1063        469         1                   16883/7441          
A     3172        481         2691        5863        6661        1376        7055        8776        2691        481         1                   695/207             
A     5399        1491        3908        7353        737         5149        6867        4830        1954        1491        1                   3188/977            
A     4578        22          4556        4646        8205        9229        3031        181         68          22          1                   2306/1139           
A     4929        1131        3798        8727        7140        7845        3334        2048        3798        1131        1                   2276/633            
A     7486        642         6844        9197        5866        1665        6002        3660        1711        642         1                   16683/6844          
A     8338        493         7845        9907        3454        2649        3867        6640        1569        493         1                   3649/1569           
A     5642        62          5580        5766        8119        3330        5607        3894        124         62          1                   92/45               
A     8616        714         7902        9933        6039        9424        6564        1436        1317        714         1                   2061/878            
A     4321        804         3517        7838        1752        5591        5560        1161        3517        804         1                   12159/3517          
A     6519        1221        5298        8285        6437        1000        3779        1194        1766        1221        1                   7402/2649           
A     5627        629         4998        6341        8096        3651        6351        282         714         629         1                   352/147             
A     5111        155         4956        5937        94          9500        462         1168        826         155         1                   2762/1239           
A     6369        678         5691        7182        818         6954        2369        8725        813         678         1                   4517/1897           
A     6588        1062        5526        8430        571         5199        1611        3074        1842        1062        1                   2503/921            
A     6533        98          6435        6962        1336        7003        2786        3775        429         98          1                   2699/1287           
A     3857        1273        2584        5149        6952        914         6100        1550        1292        1273        1                   237/68              
A     6281        2842        3439        9720        4021        5530        9642        3114        3439        2842        1                   16001/3439          
A     8242        257         7985        9839        2776        8301        1165        1009        1597        257         1                   18081/7985          
A     6856        740         6116        9914        3863        2464        424         8850        3058        740         1                   8385/3058           
A     6218        226         5992        7074        6447        4704        5957        7243        856         226         1                   3323/1498           
A     5026        1368        3658        6855        511         6333        5778        1290        1829        1368        1                   11881/3658          
A     6186        2629        3557        9743        9543        4890        2506        2321        3557        2629        1                   15929/3557          
A     6239        909         5330        7305        4040        1149        5900        8223        1066        909         1                   6772/2665           
A     5062        70          4992        6310        8403        6305        7330        4856        1248        70          1                   2843/1248           
A     1892        264         1628        2299        2053        5691        410         272         407         264         1                   381/148             
A     8512        400         8112        9188        6856        1647        5809        1291        676         400         1                   1475/676            
A     3573        605         2968        4315        3526        168         5545        4701        742         605         1                   986/371             
A     5960        296         5664        8792        7377        1559        3363        4841        2832        296         1                   461/177             
A     2005        61          1944        2167        2006        5551        513         3960        162         61          1                   1043/486            
A     1590        238         1352        2266        8142        4630        2939        759         676         238         1                   482/169             
A     719         51          668         1053        11          2814        5226        3629        334         51          1                   443/167             
A     3107        393         2714        4464        7889        2492        2502        3247        1357        393         1                   7571/2714           
A     7343        194         7149        9726        1526        8027        5132        3919        2383        194         1                   17069/7149          
A     4533        349         4184        5056        1521        2749        7676        2510        523         349         1                   9589/4184           
A     2275        1029        1246        3521        7088        8034        5873        3517        1246        1029        1                   414/89              
A     3175        1367        1808        4983        4913        8836        1311        2384        1808        1367        1                   4079/904            
A     1163        215         948         1637        1422        2952        4526        2951        474         215         1                   700/237             
A     2367        15          2352        3543        6375        4841        4526        4620        1176        15          1                   985/392             
A     5007        1680        3327        8334        4136        7805        7911        9524        3327        1680        1                   4447/1109           
A     908         358         550         1458        7962        218         6672        7874        550         358         1                   1183/275            
A     4137        619         3518        5896        510         4741        2109        1037        1759        619         1                   10033/3518          
A     5919        1968        3951        9870        4496        7340        2149        1100        3951        1968        1                   5263/1317           
A     5678        1882        3796        7576        5978        2899        2149        3675        1898        1882        1                   6627/1898           
A     6550        1243        5307        8319        1391        5337        522         4859        1769        1243        1                   14869/5307          
A     6430        1250        5180        9020        1056        2085        4771        9383        2590        1250        1                   1545/518            
A     4982        10          4972        9954        4966        3418        4771        4271        4972        10          1                   3734/1243           
A     5486        42          5444        6847        62          6380        8667        6431        1361        42          1                   12333/5444          
A     7334        699         6635        8661        5685        5177        3599        4029        1327        699         1                   3199/1327           
A     4313        377         3936        6281        441         8919        3599        3617        1968        377         1                   5297/1968           
A     8872        132         8740        9062        4007        8738        7545        796         190         132         1                   8967/4370           
A     5524        172         5352        7308        4950        8410        23          1780        1784        172         1                   1604/669            
A     4909        856         4053        6260        2312        9849        3053        8174        1351        856         1                   3723/1351           
A     6158        214         5944        6901        2248        2650        3828        9639        743         214         1                   13059/5944          
A     2771        470         2301        3538        4761        2963        3828        8845        767         470         1                   2103/767            
A     5276        1410        3866        7209        7149        9395        3013        1485        1933        1410        1                   12485/3866          
A     5709        371         5338        8378        3631        5495        8033        4425        2669        371         1                   14087/5338          
A     3583        251         3332        6915        164         8976        9297        5532        3332        251         1                   5249/1666           
A     7695        3           7692        9618        7179        18          9297        7368        1923        3           1                   5771/2564           
A     6598        1234        5364        9280        964         7702        6377        4199        2682        1234        1                   7939/2682           
A     7163        563         6600        8483        9438        3658        1852        9721        1320        563         1                   7823/3300           
A     6645        397         6248        7426        8378        6456        9637        627         781         397         1                   14071/6248          
A     2911        1330        1581        4492        6775        1360        3685        9136        1581        1330        1                   7403/1581           
A     1583        230         1353        2936        1139        8937        4550        639         1353        230         1                   4519/1353           
A     5878        2452        3426        9304        2135        2656        4550        4128        3426        2452        1                   7591/1713           
A     5151        135         5016        6823        8429        4668        6499        7446        1672        135         1                   5987/2508           
A     4132        260         3872        4484        9318        9054        2900        5344        352         260         1                   1077/484            
A     4917        141         4776        5514        4743        1842        2900        9179        597         141         1                   3477/1592           
A     4072        272         3800        4452        7196        7408        5096        3363        380         272         1                   2131/950            
A     3916        421         3495        7411        3200        211         9120        3853        3495        421         1                   11327/3495          
A     5957        170         5787        6600        6864        1151        5781        4545        643         170         1                   12557/5787          
A     3613        61          3552        3724        7318        420         5781        9824        111         61          1                   7337/3552           
A     2469        20          2449        2500        6633        6905        7591        2846        31          20          1                   4969/2449           
A     1554        67          1487        3041        8469        1841        8131        3187        1487        67          1                   4595/1487           
A     5048        496         4552        7324        5327        5781        4214        103         2276        496         1                   3093/1138           
A     7579        1259        6320        9159        6809        7253        5722        3020        1580        1259        1                   8369/3160           
A     7213        73          7140        7570        2646        146         5171        8449        357         73          1                   14783/7140          
A     5025        938         4087        9112        7628        5557        6528        7461        4087        938         1                   211/61              
A     7689        393         7296        8905        2085        4689        4063        8992        1216        393         1                   8297/3648           
A     7889        1401        6488        9511        3757        6664        6541        7853        1622        1401        1                   2175/811            
A     5487        1577        3910        9397        7820        3352        6888        3351        3910        1577        1                   7442/1955           
A     5360        59          5301        5639        4051        7043        6888        3789        279         59          1                   10999/5301          
A     5365        2090        3275        8640        960         9           8163        106         3275        2090        1                   2801/655            
A     5022        558         4464        9486        5959        1057        460         7684        4464        558         1                   13/4                
A     7484        608         6876        8630        7220        15          460         105         1146        608         1                   8057/3438           
A     9261        15          9246        9328        9723        4210        5042        9681        67          15          1                   18589/9246          
A     722         71          651         815         3465        29          5670        7010        93          71          1                   1537/651            
A     4846        1573        3273        8119        9270        5122        1212        4302        3273        1573        1                   12965/3273          
A     4752        959         3793        8545        7182        999         7223        651         3793        959         1                   13297/3793          
A     4143        902         3241        7384        8240        8139        9484        1904        3241        902         1                   11527/3241          
A     3717        1012        2705        6422        4243        2865        230         2556        2705        1012        1                   10139/2705          
A     4056        232         3824        4534        7710        4626        4610        9830        478         232         1                   4295/1912           
A     2419        134         2285        2876        6401        5483        8180        9162        457         134         1                   1059/457            
A     3674        230         3444        5396        3621        5669        8256        201         1722        230         1                   4535/1722           
A     5261        272         4989        6924        81          6361        3732        1603        1663        272         1                   12185/4989          
A     7149        765         6384        7947        817         8159        1853        8382        798         765         1                   629/266             
A     4813        1247        3566        8379        3275        5368        1853        7484        3566        1247        1                   6596/1783           
A     5952        206         5746        6394        957         90          5293        6447        442         206         1                   6173/2873           
A     4772        1190        3582        5966        510         5132        5188        6647        1194        1190        1                   5369/1791           
A     4912        973         3939        6225        5953        9958        5862        3995        1313        973         1                   11137/3939          
A     5216        2334        2882        8098        849         1477        5366        3419        2882        2334        1                   6657/1441           
A     6647        1863        4784        9039        4845        7383        7009        9054        2392        1863        1                   341/104             
A     3046        13          3033        4057        8527        7687        107         5115        1011        13          1                   7103/3033           
A     3530        164         3366        4652        8906        6872        5270        1005        1122        164         1                   4091/1683           
A     3501        799         2702        6203        9190        4828        5270        1782        2702        799         1                   4852/1351           
A     5124        165         4959        5385        7806        2977        2620        7504        261         165         1                   3503/1653           
A     2505        111         2394        2619        8418        9161        2647        3037        114         111         1                   122/57              
A     2638        107         2531        5169        1230        1244        2647        5016        2531        107         1                   7807/2531           
A     4165        517         3648        5381        7518        9102        2432        3451        1216        517         1                   1591/608            
A     3640        829         2811        4577        7346        7676        5893        3483        937         829         1                   2739/937            
A     5191        1210        3981        6518        8900        2516        5473        5342        1327        1210        1                   3903/1327           
A     3637        7           3630        3648        9450        7126        9905        347         11          7           1                   1457/726            
A     5814        2514        3300        9114        3067        9593        7341        927         3300        2514        1                   1244/275            
A     7499        25          7474        7600        2099        374         2181        3870        101         25          1                   15099/7474          
A     5171        2450        2721        7892        8833        9503        702         7873        2721        2450        1                   13063/2721          
A     6252        114         6138        9321        3846        7225        8638        8692        3069        114         1                   5191/2046           
A     4846        62          4784        5030        1440        488         8877        3973        184         62          1                   2469/1196           
A     2111        308         1803        2712        3155        3915        9555        2341        601         308         1                   4823/1803           
