Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     3507        119         3388        3628        1444        2018        8354        4742        121         119         1                   7135/3388           
A     2406        169         2237        4643        58          6782        5722        8767        2237        169         1                   7049/2237           
A     6472        1012        5460        7564        5462        9837        5722        1606        1092        1012        1                   3509/1365           
A     5206        31          5175        5251        21          4047        6997        8070        45          31          1                   10457/5175          
A     4021        61          3960        4153        4383        5238        9297        6888        132         61          1                   4087/1980           
A     3878        498         3380        5568        6301        3000        8099        1729        1690        498         1                   4723/1690           
A     2322        630         1692        3168        9405        420         6020        9824        846         630         1                   305/94              
A     4216        2091        2125        6341        754         9407        9860        1285        2125        2091        1                   621/125             
A     3669        1175        2494        6163        5474        8801        646         1120        2494        1175        1                   4916/1247           
A     3046        942         2104        5150        3705        6525        6640        9709        2104        942         1                   2049/526            
A     1768        740         1028        2796        4070        6838        7831        8155        1028        740         1                   1141/257            
A     5247        81          5166        5370        7500        519         6158        7252        123         81          1                   3539/1722           
A     4822        1273        3549        8371        5923        237         6367        9422        3549        1273        1                   13193/3549          
A     2508        374         2134        4642        8341        132         6299        8655        2134        374         1                   325/97              
A     3186        128         3058        3464        3274        8933        9338        7696        278         128         1                   3325/1529           
A     9446        122         9324        9890        4820        2256        464         6522        444         122         1                   4834/2331           
A     9235        160         9075        9400        5836        391         8000        7132        165         160         1                   3727/1815           
A     7268        41          7227        7925        4889        3133        125         7488        657         41          1                   15193/7227          
A     6966        1716        5250        8716        8995        9876        9426        6889        1750        1716        1                   7841/2625           
A     5360        1819        3541        8901        5233        6687        7382        7897        3541        1819        1                   14261/3541          
A     2818        82          2736        3046        5828        9410        7382        7884        228         82          1                   733/342             
A     550         150         400         750         8674        6382        9373        9250        200         150         1                   13/4                
A     6639        334         6305        7124        5695        9956        1580        2543        485         334         1                   13763/6305          
A     1427        132         1295        2722        95          8317        7366        6716        1295        132         1                   4149/1295           
A     6278        1886        4392        8474        4091        5457        5515        7039        2196        1886        1                   1844/549            
A     4591        104         4487        5232        9086        4542        296         8960        641         104         1                   9823/4487           
A     3367        967         2400        5767        7883        6449        296         6700        2400        967         1                   4567/1200           
A     4994        2037        2957        7951        9903        5015        1527        4173        2957        2037        1                   12945/2957          
A     2342        68          2274        4616        941         9061        4047        1144        2274        68          1                   3479/1137           
A     1726        49          1677        1855        1369        8869        4803        648         129         49          1                   3581/1677           
A     2006        37          1969        2185        2307        7514        2593        1888        179         37          1                   381/179             
A     8482        574         7908        9141        4288        8270        4072        1855        659         574         1                   17623/7908          
A     3248        512         2736        5984        9908        6318        1469        8269        2736        512         1                   577/171             
A     6459        591         5868        7437        6025        5194        1469        6910        978         591         1                   386/163             
A     7078        1782        5296        9726        6334        8631        1469        9341        2648        1782        1                   4201/1324           
A     6133        2457        3676        9809        7963        6973        5197        2401        3676        2457        1                   7971/1838           
A     5202        2243        2959        8161        3526        8751        7051        7890        2959        2243        1                   13363/2959          
A     2907        352         2555        3272        4570        7621        3864        1819        365         352         1                   6179/2555           
A     7141        85          7056        8905        9929        3700        6394        6555        1764        85          1                   8023/3528           
A     4645        25          4620        9265        215         2361        8958        7881        4620        25          1                   1391/462            
A     6172        34          6138        6265        2676        602         522         8723        93          34          1                   12437/6138          
A     377         115         262         639         2238        8030        9873        8199        262         115         1                   508/131             
A     5317        690         4627        9944        4674        2045        2020        8419        4627        690         1                   15261/4627          
A     4045        1721        2324        6369        777         7089        3432        2324        2324        1721        1                   5207/1162           
A     3104        566         2538        5642        4918        6381        1133        6915        2538        566         1                   4373/1269           
A     4655        2093        2562        7217        8297        2568        4240        9542        2562        2093        1                   848/183             
A     5641        245         5396        5925        7981        6727        8547        1380        284         245         1                   5783/2698           
A     6080        2489        3591        9671        5308        5881        9456        8700        3591        2489        1                   829/189             
A     2877        276         2601        3166        4384        2979        2298        8703        289         276         1                   6043/2601           
A     4996        1071        3925        8921        1285        4909        2509        9867        3925        1071        1                   13917/3925          
A     6198        1258        4940        8668        5421        783         3503        4582        2470        1258        1                   7433/2470           
A     3631        371         3260        4446        9312        6506        313         9936        815         371         1                   8077/3260           
A     6058        454         5604        7459        7245        8452        740         9359        1401        454         1                   13517/5604          
A     3152        132         3020        3454        6503        9028        7768        4408        302         132         1                   3303/1510           
A     4830        2082        2748        7578        136         9583        7768        8370        2748        2082        1                   1034/229            
A     2582        140         2442        2989        9138        6609        9067        613         407         140         1                   1857/814            
A     1577        67          1510        3087        9947        344         1341        495         1510        67          1                   2332/755            
A     4385        1419        2966        5868        1147        3620        7354        8743        1483        1419        1                   10253/2966          
A     7325        6           7319        7888        4003        3194        1055        4061        563         6           1                   15213/7319          
A     2939        363         2576        3307        2587        244         867         7224        368         363         1                   3123/1288           
A     7266        1203        6063        9287        6541        5615        4921        1719        2021        1203        1                   16553/6063          
A     4099        243         3856        5063        2284        5217        9042        1654        964         243         1                   4581/1928           
A     6131        1305        4826        8544        2297        1210        4811        8297        2413        1305        1                   14675/4826          
A     7037        8           7029        7048        3640        9027        7678        2782        11          8           1                   1565/781            
A     3552        534         3018        6570        7112        2616        4598        513         3018        534         1                   1687/503            
A     7669        1276        6393        9800        3619        369         3164        4999        2131        1276        1                   5823/2131           
A     3310        86          3224        3558        9381        6117        2953        8266        248         86          1                   1717/806            
A     8916        900         8016        9918        2232        8605        5379        6913        1002        900         1                   3139/1336           
A     4587        522         4065        5942        3888        5226        3172        600         1355        522         1                   10529/4065          
A     3437        15          3422        3466        4239        8724        5810        2229        29          15          1                   117/58              
A     3087        1356        1731        4818        5325        4392        9849        8249        1731        1356        1                   2635/577            
A     2900        452         2448        4124        1557        8843        1868        7746        1224        452         1                   439/153             
A     3291        1192        2099        5390        8908        4729        1868        8620        2099        1192        1                   8681/2099           
A     7742        86          7656        8006        5628        4907        4563        3673        264         86          1                   3937/1914           
A     5595        918         4677        7154        7393        6487        3860        4321        1559        918         1                   12749/4677          
A     2446        94          2352        2614        3841        6449        2102        3267        168         94          1                   1265/588            
A     6001        125         5876        8939        1184        3198        8719        6844        2938        125         1                   3735/1469           
A     5085        2087        2998        8083        881         7442        4000        1903        2998        2087        1                   6584/1499           
A     5411        1253        4158        6797        3356        4840        5288        728         1386        1253        1                   872/297             
A     6676        118         6558        7769        7932        9924        933         93          1093        118         1                   4815/2186           
A     5191        1044        4147        9338        8047        8166        4450        7537        4147        1044        1                   501/143             
A     2137        67          2070        2275        6590        870         4030        9905        138         67          1                   2206/1035           
A     3775        112         3663        4182        1089        7939        5039        8640        407         112         1                   7957/3663           
A     5265        1496        3769        9034        6865        8666        3500        7139        3769        1496        1                   14299/3769          
A     3619        379         3240        6859        4315        9502        9746        4107        3240        379         1                   5239/1620           
A     6728        644         6084        8756        3350        2478        4131        6748        2028        644         1                   3871/1521           
A     5722        24          5698        6129        6176        4857        687         3034        407         24          1                   1693/814            
A     2282        462         1820        3192        2285        2636        1616        3529        910         462         1                   391/130             
A     3929        801         3128        7057        6533        2555        1616        5616        3128        801         1                   5493/1564           
A     4196        691         3505        4897        4543        3496        339         994         701         691         1                   9093/3505           
A     5262        477         4785        6857        875         8027        7789        3919        1595        477         1                   12119/4785          
A     4294        826         3468        7762        4044        66          7789        4057        3468        826         1                   3014/867            
A     4486        1396        3090        6031        4389        694         2489        4474        1545        1396        1                   10517/3090          
A     6239        79          6160        6415        8295        4008        2489        8733        176         79          1                   6327/3080           
A     5021        83          4938        6667        588         5283        9069        5204        1646        83          1                   1948/823            
A     5785        249         5536        8553        3186        1570        4975        2825        2768        249         1                   7169/2768           
A     4559        1169        3390        6254        8303        8346        4742        760         1695        1169        1                   10813/3390          
A     7222        1222        6000        8722        1227        462         4742        7328        1500        1222        1                   1993/750            
A     3912        884         3028        5426        952         8151        7324        9256        1514        884         1                   4669/1514           
A     7952        176         7776        8600        514         9402        7324        2909        648         176         1                   2069/972            
A     7739        851         6888        8723        1089        6552        5570        1575        984         851         1                   8231/3444           
A     6303        2791        3512        9815        868         9186        8167        2472        3512        2791        1                   8059/1756           
A     5624        152         5472        8360        6673        6158        4367        8448        2736        152         1                   23/9                
A     7472        1132        6340        8740        1618        3184        6952        5015        1268        1132        1                   4053/1585           
A     944         140         804         1346        5083        7326        7685        6212        402         140         1                   1145/402            
A     7048        1633        5415        8853        6516        2126        6936        8121        1805        1633        1                   15901/5415          
A     2680        692         1988        3674        503         1969        6936        7115        994         692         1                   3177/994            
A     3175        256         2919        3592        1520        8553        1027        210         417         256         1                   6767/2919           
A     8301        93          8208        8472        2515        2615        7315        4           171         93          1                   5591/2736           
A     9643        40          9603        9934        5400        9596        8595        3470        291         40          1                   19577/9603          
A     7145        1905        5240        9765        5876        4115        9534        4860        2620        1905        1                   1691/524            
A     6925        347         6578        7523        1929        8643        9534        3059        598         347         1                   7224/3289           
A     7320        1383        5937        9299        7280        8439        161         2507        1979        1383        1                   16619/5937          
A     8259        174         8085        8504        1623        343         4025        7351        245         174         1                   16763/8085          
A     4058        995         3063        5079        6666        8492        3516        3940        1021        995         1                   9137/3063           
A     7882        22          7860        8668        2109        7145        6197        1966        786         22          1                   1655/786            
A     6685        689         5996        8184        7973        6294        1509        2174        1499        689         1                   14869/5996          
A     2969        161         2808        4373        4487        9637        9525        7899        1404        161         1                   3671/1404           
A     4832        1730        3102        7934        3973        3903        9229        7386        3102        1730        1                   6383/1551           
A     2791        403         2388        3388        2404        4164        3717        1472        597         403         1                   6179/2388           
A     2915        1350        1565        4480        3353        7513        9958        9361        1565        1350        1                   1479/313            
A     4794        192         4602        9396        5096        4469        2373        2128        4602        192         1                   2365/767            
A     3973        340         3633        4492        6814        8110        9890        8007        519         340         1                   8465/3633           
A     7863        959         6904        9589        9091        5257        9890        875         1726        959         1                   4363/1726           
A     3442        702         2740        6182        3277        5580        5553        3942        2740        702         1                   2406/685            
A     4109        831         3278        7387        6355        7120        4211        5124        3278        831         1                   5748/1639           
A     6450        444         6006        9453        4498        9927        6338        9032        3003        444         1                   5301/2002           
A     5651        803         4848        8075        7302        6972        6338        5849        2424        803         1                   6863/2424           
A     3112        1248        1864        4976        2206        3427        2135        1853        1864        1248        1                   1011/233            
A     3596        348         3248        6844        5999        3545        3534        8289        3248        348         1                   45/14               
A     6830        70          6760        7350        1107        8380        3534        4826        520         70          1                   709/338             
A     6504        1768        4736        8872        9396        7787        1096        2109        2368        1768        1                   961/296             
A     4553        337         4216        8769        4451        9754        1096        7739        4216        337         1                   6661/2108           
A     2616        92          2524        3247        5295        4234        8816        2944        631         92          1                   5863/2524           
A     1715        333         1382        3097        8272        8648        5549        1905        1382        333         1                   2406/691            
A     5685        1229        4456        7913        1665        4231        5549        2054        2228        1229        1                   6799/2228           
A     3077        503         2574        3935        9229        9543        3845        7927        858         503         1                   3506/1287           
A     6620        590         6030        8630        5787        9035        3845        3505        2010        590         1                   1525/603            
A     4377        2020        2357        6734        1528        6723        7156        8168        2357        2020        1                   11111/2357          
A     2569        335         2234        3686        6976        4764        8918        5165        1117        335         1                   6255/2234           
A     6167        312         5855        7338        4590        6073        6559        7218        1171        312         1                   2701/1171           
A     893         227         666         1559        5790        694         3304        4474        666         227         1                   1226/333            
A     3518        263         3255        3983        1242        6367        6227        7327        465         263         1                   7501/3255           
A     7606        1291        6315        9711        8860        9391        9632        413         2105        1291        1                   17317/6315          
A     1841        465         1376        3217        9293        4890        2009        2321        1376        465         1                   2529/688            
A     4448        842         3606        8054        6404        7780        2960        9080        3606        842         1                   6251/1803           
A     2698        1164        1534        4232        1446        9708        9019        2689        1534        1164        1                   3465/767            
A     1605        153         1452        1968        5700        5414        778         9689        363         153         1                   1191/484            
A     6440        14          6426        6458        8570        2043        5921        1591        18          14          1                   6449/3213           
A     5579        1662        3917        9496        291         4725        5628        1547        3917        1662        1                   15075/3917          
A     1871        452         1419        3290        7825        7490        9094        7603        1419        452         1                   5161/1419           
A     3584        281         3303        3951        8842        1352        3284        4589        367         281         1                   7535/3303           
A     4009        164         3845        7854        3805        5812        9932        964         3845        164         1                   11863/3845          
A     369         109         260         499         8553        4673        4630        1600        130         109         1                   217/65              
A     1081        341         740         1821        8857        6221        634         2900        740         341         1                   1451/370            
A     3755        1548        2207        5962        6138        1680        6963        5846        2207        1548        1                   9717/2207           
A     6503        25          6478        6582        9504        158         8809        43          79          25          1                   13085/6478          
A     6654        14          6640        6737        8038        3169        5781        3467        83          14          1                   13391/6640          
A     7726        81          7645        7865        7819        3611        8546        4190        139         81          1                   15591/7645          
A     6639        1187        5452        8002        5656        4925        7800        6434        1363        1187        1                   14641/5452          
A     2608        299         2309        4917        7911        1641        4010        7160        2309        299         1                   7525/2309           
A     7261        16          7245        7282        7272        5530        5232        6853        21          16          1                   14543/7245          
A     2953        337         2616        3389        5348        8404        1965        6003        436         337         1                   1057/436            
A     4659        368         4291        5272        4096        6912        1965        6502        613         368         1                   9931/4291           
A     2236        511         1725        3961        1485        9077        4476        8974        1725        511         1                   6197/1725           
A     6081        309         5772        6525        8070        1205        4476        3746        444         309         1                   2101/962            
A     2167        123         2044        4211        8468        4359        2449        1609        2044        123         1                   3189/1022           
A     2516        770         1746        3389        3439        5696        916         2000        873         770         1                   5905/1746           
A     8050        42          8008        8127        657         4518        491         3732        77          42          1                   2311/1144           
A     2449        526         1923        3090        8283        2993        4875        1432        641         526         1                   5539/1923           
A     2442        66          2376        2574        4312        8798        7805        5848        132         66          1                   19/9                
A     5097        57          5040        5377        2847        6426        7805        3907        280         57          1                   5237/2520           
A     5250        720         4530        6005        121         132         3778        8655        755         720         1                   2251/906            
A     8816        158         8658        9778        4777        7265        2913        5212        962         158         1                   1033/481            
A     1461        466         995         2456        9411        4513        8778        1254        995         466         1                   3917/995            
A     212         8           204         314         7884        9919        2041        9077        102         8           1                   263/102             
A     2889        489         2400        5289        6672        5177        5891        4029        2400        489         1                   1363/400            
A     4550        1220        3330        7880        1412        8702        6488        6862        3330        1220        1                   1243/333            
A     5929        2545        3384        9313        469         8563        8320        983         3384        2545        1                   7621/1692           
A     2527        669         1858        4385        7033        3134        2255        2517        1858        669         1                   3456/929            
A     1928        556         1372        2614        5674        6124        2255        5024        686         556         1                   2271/686            
A     6569        2091        4478        8808        460         5566        1633        3623        2239        2091        1                   15377/4478          
A     4589        35          4554        5095        2073        8854        7458        4433        506         35          1                   538/253             
A     6246        1812        4434        8463        6999        4487        411         9147        2217        1812        1                   4903/1478           
A     3252        1400        1852        5104        110         8020        4109        2731        1852        1400        1                   2089/463            
A     5350        100         5250        5875        8631        391         7264        7132        525         100         1                   449/210             
A     1800        625         1175        2975        9695        612         7264        5824        1175        625         1                   191/47              
A     7502        1508        5994        9500        2522        1632        8714        6063        1998        1508        1                   8501/2997           
A     8350        238         8112        8688        3530        8377        8714        1457        338         238         1                   8519/4056           
A     5185        1880        3305        8490        3869        5546        4893        3893        3305        1880        1                   2735/661            
A     1429        4           1425        1486        9027        5915        9447        2672        57          4           1                   583/285             
A     7640        932         6708        9317        5029        7105        5762        4073        1677        932         1                   16957/6708          
A     4723        634         4089        8812        7009        3690        4411        175         4089        634         1                   13535/4089          
A     7392        587         6805        8753        6553        9944        1142        4814        1361        587         1                   3229/1361           
A     3921        1137        2784        6705        9447        1808        7764        592         2784        1137        1                   1771/464            
A     6169        214         5955        7360        4032        9336        6163        6620        1191        214         1                   13529/5955          
A     6354        18          6336        6387        1416        4080        4578        6884        33          18          1                   4247/2112           
A     5977        952         5025        7652        5440        8510        9788        9718        1675        952         1                   4543/1675           
A     3638        236         3402        4205        8516        4304        7607        6601        567         236         1                   7843/3402           
A     7002        142         6860        7198        9567        4816        7126        5631        196         142         1                   710/343             
A     5858        2446        3412        9270        1395        7080        4300        2481        3412        2446        1                   3782/853            
A     2711        192         2519        5230        4384        9127        4300        8221        2519        192         1                   7941/2519           
A     5424        1020        4404        6525        4042        3910        7703        5652        1101        1020        1                   3983/1468           
A     2461        1186        1275        3736        7257        8009        5456        691         1275        1186        1                   6197/1275           
A     6782        1036        5746        9655        7123        9883        5798        2579        2873        1036        1                   16437/5746          
A     6233        2845        3388        9621        7508        7750        9728        5641        3388        2845        1                   7927/1694           
A     4389        1183        3206        7595        9830        7438        9728        5375        3206        1183        1                   856/229             
A     6202        1198        5004        8704        6336        2921        1229        7875        2502        1198        1                   7453/2502           
A     4961        285         4676        6130        8437        452         2572        3029        1169        285         1                   11091/4676          
A     3694        40          3654        3868        733         7076        4754        4732        174         40          1                   3781/1827           
A     2948        415         2533        5481        7103        8319        556         3734        2533        415         1                   8429/2533           
A     3723        1005        2718        6441        8659        6053        911         7063        2718        1005        1                   1694/453            
A     6849        831         6018        7852        7111        3864        1545        1790        1003        831         1                   14701/6018          
A     6454        70          6384        6538        3462        6969        7093        6328        84          70          1                   116/57              
A     6167        210         5957        6426        2532        593         2807        3472        259         210         1                   1799/851            
A     6933        65          6868        7337        100         8944        569         499         404         65          1                   7135/3434           
A     4386        940         3446        6109        3161        2701        8950        4607        1723        940         1                   10495/3446          
A     7747        499         7248        9559        1328        1861        8950        3025        1812        499         1                   8653/3624           
A     3706        1649        2057        5763        4909        324         7236        2386        2057        1649        1                   557/121             
A     6781        1369        5412        9487        1918        1434        9587        5005        2706        1369        1                   4067/1353           
A     3699        413         3286        5342        5715        2310        597         5914        1643        413         1                   9041/3286           
A     3351        303         3048        3732        1665        4007        1645        8746        381         303         1                   2361/1016           
A     7705        127         7578        8547        6685        1118        247         3957        842         127         1                   8126/3789           
A     5905        606         5299        6662        3712        7665        149         3088        757         606         1                   12567/5299          
A     3577        151         3426        5290        306         9854        1240        5440        1713        151         1                   8867/3426           
A     6994        1748        5246        9617        3284        6076        9103        7928        2623        1748        1                   16611/5246          
A     6207        228         5979        8200        3754        8870        7542        9144        1993        228         1                   14407/5979          
A     6474        223         6251        7367        9044        1547        7542        5399        893         223         1                   13841/6251          
A     5959        349         5610        6469        6775        432         500         9052        510         349         1                   6214/2805           
A     7387        107         7280        7947        4190        5209        500         854         560         107         1                   7667/3640           
A     4713        1241        3472        8185        3478        3318        500         72          3472        1241        1                   6449/1736           
A     6423        1323        5100        8123        4168        1750        5888        6971        1700        1323        1                   7273/2550           
A     5005        720         4285        5862        4539        4079        2587        9203        857         720         1                   10867/4285          
A     4862        1552        3310        8172        1816        4988        7140        8475        3310        1552        1                   6517/1655           
A     6691        1527        5164        9273        3892        5895        8881        8500        2582        1527        1                   3991/1291           
A     5315        803         4512        7571        7243        1684        884         18          2256        803         1                   6443/2256           
A     6391        91          6300        7021        5883        1753        2064        1086        630         91          1                   479/225             
A     2696        4           2692        3369        5327        358         1300        885         673         4           1                   6065/2692           
A     1488        390         1098        2586        8661        5386        9727        8883        1098        390         1                   679/183             
A     4354        739         3615        5559        5980        2106        5669        6272        1205        739         1                   9913/3615           
A     7581        885         6696        9255        4634        8315        7843        6029        1674        885         1                   1403/558            
A     4459        1932        2527        6986        3416        4863        5829        6618        2527        1932        1                   1635/361            
A     5922        2380        3542        9464        8042        4743        3370        4348        3542        2380        1                   1099/253            
A     4000        213         3787        4541        5440        6298        6848        3996        541         213         1                   8541/3787           
A     994         428         566         1560        4112        9056        7569        1309        566         428         1                   1277/283            
A     6024        1674        4350        8199        264         6940        7403        1592        2175        1674        1                   4741/1450           
A     3590        596         2994        4588        3168        1348        4416        2278        998         596         1                   1363/499            
A     5328        519         4809        6015        3554        1962        1484        1422        687         519         1                   3781/1603           
A     6647        1125        5522        9408        5199        7490        4788        2364        2761        1125        1                   16055/5522          
A     3180        300         2880        4620        2198        8382        5001        3392        1440        300         1                   65/24               
A     2637        202         2435        5072        9441        9351        9518        227         2435        202         1                   7709/2435           
A     2191        89          2102        4293        7234        4692        2510        6331        2102        89          1                   3242/1051           
A     4984        1068        3916        6942        6198        2201        2510        1872        1958        1068        1                   67/22               
A     2232        37          2195        2671        5980        6579        4060        9782        439         37          1                   4903/2195           
A     7684        313         7371        8251        2208        8287        2542        3652        567         313         1                   15935/7371          
A     4905        2140        2765        7670        8737        3073        2448        9317        2765        2140        1                   2515/553            
A     603         98          505         1108        3943        1158        4992        8918        505         98          1                   1711/505            
A     3575        1288        2287        5862        6005        7792        2386        1338        2287        1288        1                   9437/2287           
A     2787        145         2642        4108        6413        728         5909        1792        1321        145         1                   6895/2642           
A     3765        384         3381        4248        684         5252        8928        700         483         384         1                   2671/1127           
A     3286        230         3056        4050        5198        8104        1508        3881        764         230         1                   917/382             
A     1167        195         972         1653        1785        4306        9551        5193        486         195         1                   235/81              
A     4214        149         4065        8279        6509        992         2410        4211        4065        149         1                   12493/4065          
A     6722        536         6186        7753        93          6085        3649        1399        1031        536         1                   4825/2062           
A     8672        212         8460        8907        8605        6382        9573        717         235         212         1                   17579/8460          
A     4817        25          4792        7213        4204        8027        9573        3919        2396        25          1                   6015/2396           
A     4818        328         4490        9308        7827        6069        1138        5328        4490        328         1                   7063/2245           
A     6058        2401        3657        9715        5605        1042        8096        6130        3657        2401        1                   15773/3657          
