Elliptic curve parameters:
name = secp256k1
mode = test
p = 10007
a = 48
b = 22
g = (4, 1668)
n = 9967

----------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s           s_zk        s_rxk       s_zr        z           r           x           k           q           a           m1                  m2                  
A     1113        49          1064        1645        862         2326        5226        451         532         49          1                   197/76              
A     7395        647         6748        9082        9656        8079        7599        6696        1687        647         1                   16477/6748          
A     8238        286         7952        9232        5744        9219        6702        9797        994         286         1                   8735/3976           
A     5626        2433        3193        8819        2912        6804        9543        7945        3193        2433        1                   14445/3193          
A     2944        750         2194        5138        7506        2436        6088        9019        2194        750         1                   4041/1097           
A     2413        850         1563        3976        1596        5598        6966        1287        1563        850         1                   6389/1563           
A     5779        507         5272        6438        6505        2071        4695        7989        659         507         1                   12217/5272          
A     5699        83          5616        6131        9277        9857        8874        6919        432         83          1                   455/216             
A     4776        1060        3716        6634        8875        1290        9572        3869        1858        1060        1                   5705/1858           
A     6397        1673        4724        8759        36          8826        5860        6968        2362        1673        1                   3789/1181           
A     4580        260         4320        4940        7649        6697        4543        7172        360         260         1                   119/54              
A     4771        1189        3582        5965        1147        8130        2034        618         1194        1189        1                   5368/1791           
A     1720        60          1660        1803        2419        1311        8310        2979        83          60          1                   3523/1660           
A     630         206         424         1054        8525        3552        7654        8543        424         206         1                   421/106             
A     3563        44          3519        3954        1507        7754        1514        8803        391         44          1                   7517/3519           
A     5356        2643        2713        8069        6247        9930        1514        6936        2713        2643        1                   13425/2713          
A     5136        962         4174        7223        7488        4866        1514        8479        2087        962         1                   12359/4174          
A     1809        360         1449        2292        185         8848        4955        4312        483         360         1                   1367/483            
A     5346        198         5148        5632        9869        6655        1361        5490        286         198         1                   499/234             
A     2686        559         2127        3395        7148        2548        1361        4879        709         559         1                   2027/709            
A     4740        524         4216        5794        2450        279         7231        7030        1054        524         1                   5267/2108           
A     8454        1140        7314        9673        3838        2976        7231        8191        1219        1140        1                   18127/7314          
A     7466        199         7267        8025        3765        7666        9712        2920        559         199         1                   15491/7267          
A     7370        145         7225        7795        1807        9337        4606        8715        425         145         1                   3033/1445           
A     5556        1000        4556        7834        175         8474        3063        7125        2278        1000        1                   6695/2278           
A     3823        1632        2191        6014        1399        560         3063        4746        2191        1632        1                   9837/2191           
A     3113        485         2628        3989        4870        8439        8133        7460        876         485         1                   3551/1314           
A     2964        1074        1890        4854        8843        5192        9061        5621        1890        1074        1                   1303/315            
A     6037        2900        3137        9174        340         5245        7911        2940        3137        2900        1                   15211/3137          
A     7299        629         6670        8633        1240        15          6111        105         1334        629         1                   7966/3335           
A     8878        274         8604        9595        3395        9779        590         7319        717         274         1                   18473/8604          
A     2759        73          2686        2838        6911        1545        4358        3780        79          73          1                   5597/2686           
A     5937        697         5240        7247        6818        751         8771        4355        1310        697         1                   1648/655            
A     6951        411         6540        7496        8180        9617        4014        6637        545         411         1                   14447/6540          
A     5864        2459        3405        9269        2225        8036        2160        1448        3405        2459        1                   15133/3405          
A     7007        566         6441        9154        9173        114         2615        1355        2147        566         1                   5387/2147           
A     2579        85          2494        2665        3002        894         2615        1431        86          85          1                   2622/1247           
A     6328        480         5848        7059        5221        4667        3779        2520        731         480         1                   13387/5848          
A     6658        255         6403        6995        3489        939         7713        4088        337         255         1                   13653/6403          
A     3277        889         2388        5665        5481        2716        5159        713         2388        889         1                   4471/1194           
A     5390        2006        3384        8774        3348        3319        7899        7068        3384        2006        1                   3541/846            
A     4436        152         4284        5048        1587        5285        532         3492        612         152         1                   2371/1071           
A     4557        2085        2472        7029        564         8442        270         1011        2472        2085        1                   1931/412            
A     1818        693         1125        2943        6128        5698        345         8596        1125        693         1                   529/125             
A     2115        45          2070        3150        5285        4027        345         1339        1035        45          1                   117/46              
A     5078        1203        3875        8953        7981        2018        4689        4742        3875        1203        1                   14031/3875          
A     3383        463         2920        4843        3751        9025        7755        3388        1460        463         1                   4113/1460           
A     2020        128         1892        2493        9806        1656        7755        8109        473         128         1                   4513/1892           
A     5524        304         5220        6394        5970        9731        7940        6224        870         304         1                   5959/2610           
A     3996        1477        2519        6515        9295        4692        8954        6331        2519        1477        1                   10511/2519          
A     6833        421         6412        8436        7603        1919        8977        2812        1603        421         1                   15269/6412          
A     7066        1267        5799        8999        1054        7167        8977        370         1933        1267        1                   5355/1933           
A     2275        523         1752        2859        194         5512        4943        7144        584         523         1                   2567/876            
A     2232        886         1346        3578        6062        1579        8121        352         1346        886         1                   2905/673            
A     6782        410         6372        7490        87          5356        8121        5962        708         410         1                   3568/1593           
A     1119        95          1024        1247        4323        8690        5172        694         128         95          1                   1183/512            
A     2924        296         2628        3581        8934        3663        2638        6966        657         296         1                   6505/2628           
A     7951        331         7620        8713        5227        6851        5111        5957        762         331         1                   4166/1905           
A     7834        491         7343        8883        1707        7660        1112        4070        1049        491         1                   16717/7343          
A     5317        983         4334        7484        8481        5012        733         2917        2167        983         1                   12801/4334          
A     4527        1449        3078        7605        1754        6488        70          3666        3078        1449        1                   674/171             
A     8516        110         8406        9917        4692        6377        5593        7898        1401        110         1                   18433/8406          
A     6118        115         6003        8119        9766        753         5593        3173        2001        115         1                   619/261             
A     3652        1505        2147        5799        3348        2297        6773        3683        2147        1505        1                   9451/2147           
A     3842        1057        2785        6627        7751        3006        8808        8019        2785        1057        1                   10469/2785          
A     4878        2198        2680        7558        5867        5040        6780        7764        2680        2198        1                   3109/670            
A     5914        2057        3857        9771        2697        5802        6022        6335        3857        2057        1                   15685/3857          
A     5922        2062        3860        9782        4286        6895        6022        6656        3860        2062        1                   3926/965            
A     4213        155         4058        6242        4138        8769        9509        3943        2029        155         1                   10455/4058          
A     3317        341         2976        6293        2012        6983        6191        6663        2976        341         1                   155/48              
A     3338        998         2340        4508        6367        6433        7384        2198        1170        998         1                   3923/1170           
A     5411        91          5320        5506        7970        9545        7384        9388        95          91          1                   10917/5320          
A     2805        761         2044        4849        5356        896         3662        6009        2044        761         1                   3827/1022           
A     5981        549         5432        6757        6781        5557        5645        7461        776         549         1                   6369/2716           
A     4575        326         4249        5182        8421        7733        6056        825         607         326         1                   9757/4249           
A     3766        499         3267        4855        7501        7059        1554        6406        1089        499         1                   8621/3267           
A     5733        2068        3665        9398        5551        3415        2642        8188        3665        2068        1                   15131/3665          
A     2393        722         1671        4064        1130        6072        2642        7004        1671        722         1                   6457/1671           
A     3556        140         3416        3983        8133        5590        8263        9130        427         140         1                   1077/488            
A     6565        48          6517        6908        3924        9857        7774        6919        343         48          1                   13473/6517          
A     7586        497         7089        9949        4742        2043        3356        8376        2363        497         1                   5845/2363           
A     4807        1626        3181        7988        4425        646         4908        1514        3181        1626        1                   12795/3181          
A     5789        29          5760        5821        4942        1661        1340        3842        32          29          1                   129/64              
A     8156        1016        7140        9941        128         467         5611        9352        1785        1016        1                   18097/7140          
A     4151        1848        2303        6454        61          5171        5355        7383        2303        1848        1                   1515/329            
A     4904        271         4633        9537        3158        5441        1220        2667        4633        271         1                   14441/4633          
A     3266        668         2598        5864        1779        6295        7827        5687        2598        668         1                   4565/1299           
A     7710        238         7472        8177        9502        6327        4317        5551        467         238         1                   15887/7472          
A     6589        277         6312        7115        5607        467         806         9352        526         277         1                   571/263             
A     5484        2607        2877        8361        6085        3903        9938        7386        2877        2607        1                   4615/959            
A     4114        1196        2918        5573        2673        17          1116        3416        1459        1196        1                   9687/2918           
A     9792        98          9694        9923        6540        9650        6238        253         131         98          1                   19715/9694          
A     806         127         679         1485        5066        18          8847        2599        679         127         1                   2291/679            
A     6189        357         5832        9105        7795        6177        8847        344         2916        357         1                   2549/972            
A     6061        229         5832        7519        6015        5085        8624        2126        1458        229         1                   3395/1458           
A     8734        358         8376        9781        1337        5084        7254        3504        1047        358         1                   18515/8376          
A     5782        532         5250        6532        5316        4561        6804        1995        750         532         1                   6157/2625           
A     5125        25          5100        5176        2352        2477        3960        6276        51          25          1                   10301/5100          
A     4814        134         4680        5174        394         7754        3671        1164        360         134         1                   2497/1170           
A     4021        226         3795        4274        4760        8833        5372        3522        253         226         1                   553/253             
A     7323        1035        6288        9419        9150        6747        443         3317        2096        1035        1                   8371/3144           
A     5211        1631        3580        8791        794         350         2643        8651        3580        1631        1                   7001/1790           
A     5307        2590        2717        8024        5136        7438        2643        4592        2717        2590        1                   13331/2717          
A     5073        543         4530        5828        9900        3037        2293        8025        755         543         1                   10901/4530          
A     2679        223         2456        5135        9552        4791        8712        6460        2456        223         1                   3907/1228           
A     8436        549         7887        9153        6842        8717        8723        4296        717         549         1                   533/239             
A     3831        786         3045        6876        4351        3385        8723        3631        3045        786         1                   3569/1015           
A     4855        795         4060        8915        1137        2962        1953        4261        4060        795         1                   1377/406            
A     7235        2153        5082        9776        6957        9626        5713        6453        2541        2153        1                   17011/5082          
A     3283        319         2964        6247        3544        8976        1809        5532        2964        319         1                   4765/1482           
A     5063        925         4138        9201        3078        751         1964        5612        4138        925         1                   7132/2069           
A     6009        2283        3726        9735        8486        8177        3553        6015        3726        2283        1                   2624/621            
A     5774        118         5656        8602        8135        1029        3160        8498        2828        118         1                   1797/707            
A     8502        618         7884        9378        6595        547         3777        5941        876         618         1                   1490/657            
A     3154        256         2898        3568        5244        9732        35          3961        414         256         1                   3361/1449           
A     4920        72          4848        5728        5233        9191        4675        4055        808         72          1                   1331/606            
A     1244        197         1047        1593        1080        749         6079        3221        349         197         1                   2837/1047           
A     6074        684         5390        6844        6041        506         9342        2503        770         684         1                   6459/2695           
A     4947        1705        3242        8189        3042        6572        8007        705         3242        1705        1                   6568/1621           
A     2108        153         1955        4063        7535        68          9054        6258        1955        153         1                   363/115             
A     6527        2081        4446        8750        7039        494         2976        2120        2223        2081        1                   15277/4446          
A     7753        85          7668        8179        175         2211        2976        6835        426         85          1                   3983/1917           
A     7706        56          7650        7876        1707        4956        2976        6960        170         56          1                   2597/1275           
A     2587        282         2305        4892        4892        1           5561        2938        2305        282         1                   7479/2305           
A     6366        246         6120        6978        6492        8485        5561        8355        612         246         1                   556/255             
A     3952        112         3840        4912        2328        5585        5015        8049        960         112         1                   277/120             
A     6953        1073        5880        8913        289         5273        4639        7729        1960        1073        1                   7933/2940           
A     8862        447         8415        9627        9796        818         2244        2970        765         447         1                   6163/2805           
A     7438        1030        6408        9040        7412        2142        5070        7587        1602        1030        1                   8239/3204           
A     3762        623         3139        6901        174         9262        5248        2123        3139        623         1                   10663/3139          
A     2901        749         2152        5053        1132        8008        4493        256         2152        749         1                   3977/1076           
A     6198        1970        4228        8312        692         3584        3354        2509        2114        1970        1                   7255/2114           
A     5594        572         5022        8105        9499        8395        1341        5536        2511        572         1                   13699/5022          
A     9410        102         9308        9768        8237        3647        8136        7697        358         102         1                   9589/4654           
A     5616        1599        4017        9633        5962        6590        9862        1336        4017        1599        1                   391/103             
A     3737        1209        2528        6265        3650        4521        2907        9484        2528        1209        1                   5001/1264           
A     1169        351         818         1578        4317        7557        6254        4239        409         351         1                   2747/818            
A     5584        436         5148        6156        1342        7387        5805        847         572         436         1                   2935/1287           
A     2799        243         2556        3438        8673        5158        5162        2765        639         243         1                   693/284             
A     6100        1840        4260        8230        2047        4542        3844        8960        2130        1840        1                   1433/426            
A     4723        331         4392        5211        8160        6776        4921        8632        488         331         1                   4967/2196           
A     3511        436         3075        4536        7661        7389        8287        7434        1025        436         1                   8047/3075           
A     5387        331         5056        6651        7155        9316        3788        7943        1264        331         1                   6019/2528           
A     4216        464         3752        4685        985         7948        826         5242        469         464         1                   8901/3752           
A     5228        662         4566        9794        8654        3659        9913        3628        4566        662         1                   7511/2283           
A     5876        1668        4208        7980        9526        2355        9913        4539        2104        1668        1                   866/263             
A     7893        993         6900        9273        1345        2645        3596        2750        1380        993         1                   2861/1150           
A     6810        950         5860        9740        651         8849        4724        3186        2930        950         1                   1655/586            
A     7443        142         7301        8486        4013        3139        2399        9592        1043        142         1                   15929/7301          
A     9377        3           9374        9486        6324        4985        543         1896        109         3           1                   18863/9374          
A     6946        436         6510        7597        5413        447         9130        9910        651         436         1                   14543/6510          
A     6326        107         6219        7017        3431        34          4109        215         691         107         1                   13343/6219          
A     5064        2135        2929        7993        2182        5919        4109        9397        2929        2135        1                   13057/2929          
A     7038        1674        5364        8826        366         7867        7221        9318        1788        1674        1                   1322/447            
A     4162        1993        2169        6331        735         1663        4313        3203        2169        1993        1                   10493/2169          
A     2942        546         2396        3541        2998        4107        7902        6882        599         546         1                   6483/2396           
A     4116        432         3684        4730        2402        6666        8098        9046        614         432         1                   4423/1842           
A     4222        150         4072        5240        7632        3626        2091        9348        1018        150         1                   4731/2036           
A     6665        1593        5072        9201        3559        2299        6026        7489        2536        1593        1                   7933/2536           
A     9216        136         9080        9670        8940        1194        3561        3581        454         136         1                   9443/4540           
A     3534        1668        1866        5400        1309        6796        9550        283         1866        1668        1                   1489/311            
A     1052        32          1020        2072        2260        1077        7910        3634        1020        32          1                   781/255             
A     7933        94          7839        8804        2552        7549        3606        8397        871         94          1                   5579/2613           
A     7247        980         6267        9336        9310        4810        9193        2623        2089        980         1                   16583/6267          
A     6982        244         6738        9228        6427        4964        9651        991         2246        244         1                   8105/3369           
A     1301        53          1248        1717        2017        3198        6262        6844        416         53          1                   503/208             
A     4549        864         3685        8234        6077        6716        1916        7999        3685        864         1                   12783/3685          
A     6836        266         6570        7201        383         1346        5928        339         365         266         1                   4679/2190           
A     6524        24          6500        6574        4754        5096        4431        7296        50          24          1                   6549/3250           
A     2435        59          2376        2534        3321        3083        4224        7431        99          59          1                   4969/2376           
A     2302        960         1342        3644        5223        4697        8518        2605        1342        960         1                   2973/671            
A     6060        56          6004        9062        6369        7355        4990        2133        3002        56          1                   7561/3002           
A     5081        815         4266        7214        6305        4527        4990        4047        2133        815         1                   12295/4266          
A     5581        1728        3853        9434        3173        3185        6958        4260        3853        1728        1                   15015/3853          
A     5329        853         4476        6821        2700        2354        1372        3474        1492        853         1                   2025/746            
A     5514        1806        3708        7368        6190        5888        9339        2612        1854        1806        1                   2147/618            
A     4384        226         4158        4846        877         1017        147         9274        462         226         1                   4615/2079           
A     3809        161         3648        7457        1767        9080        7239        1681        3648        161         1                   5633/1824           
A     3471        321         3150        3996        7203        8552        8347        6314        525         321         1                   2489/1050           
A     2737        232         2505        3572        8569        1680        9678        5846        835         232         1                   2103/835            
A     6734        1828        4906        9187        1429        6493        8696        9215        2453        1828        1                   15921/4906          
A     5500        172         5328        6832        1068        641         3953        8250        1332        172         1                   3083/1332           
A     6572        173         6399        6809        8129        6650        6013        2836        237         173         1                   13381/6399          
A     3156        880         2276        4294        847         9925        3021        6732        1138        880         1                   3725/1138           
A     6968        1658        5310        9623        647         6639        8131        742         2655        1658        1                   16591/5310          
A     3949        770         3179        7128        6518        7078        3335        5502        3179        770         1                   1007/289            
A     4909        2084        2825        7734        5010        7438        3335        4592        2825        2084        1                   12643/2825          
A     1380        48          1332        1713        6756        6670        3335        8356        333         48          1                   1031/444            
A     4831        723         4108        8939        3190        1012        2232        2003        4108        723         1                   6885/2054           
A     5361        71          5290        5591        7812        7527        9282        2627        230         71          1                   5476/2645           
A     6157        124         6033        8168        4368        1517        9282        4372        2011        124         1                   4775/2011           
A     3356        938         2418        4565        7698        8757        8458        4915        1209        938         1                   7921/2418           
A     5369        2135        3234        8603        6822        4114        593         7225        3234        2135        1                   998/231             
A     5945        9           5936        6687        3799        1875        5446        4872        742         9           1                   1579/742            
A     5562        2695        2867        8429        2650        6446        7075        1938        2867        2695        1                   13991/2867          
A     3926        494         3432        5070        786         5941        6070        7888        1144        494         1                   173/66              
A     6338        1122        5216        8946        7947        1762        4362        9700        2608        1122        1                   3821/1304           
A     6367        553         5814        9274        7057        3463        7412        4586        2907        553         1                   15641/5814          
A     4570        88          4482        5317        4571        7260        1261        9701        747         88          1                   9887/4482           
A     7113        1567        5546        9886        1707        8443        110         2535        2773        1567        1                   16999/5546          
A     3812        132         3680        5652        526         655         110         7845        1840        132         1                   1183/460            
A     2999        419         2580        3429        546         5866        3240        7905        430         419         1                   1607/645            
A     6207        467         5740        7355        7196        5961        2504        2586        1148        467         1                   6781/2870           
A     6691        965         5726        9554        6171        9035        5271        3505        2863        965         1                   16245/5726          
A     4229        1527        2702        6931        3835        20          6452        4481        2702        1527        1                   5580/1351           
A     3606        646         2960        6566        1043        2682        5251        4836        2960        646         1                   2543/740            
A     3530        105         3425        4215        3405        1538        7809        3337        685         105         1                   1549/685            
A     4652        530         4122        6026        7402        8422        1299        4449        1374        530         1                   5339/2061           
A     2580        230         2350        3755        1113        3666        6920        8015        1175        230         1                   1267/470            
A     3679        601         3078        6757        4090        9820        5844        3502        3078        601         1                   5218/1539           
A     5843        117         5726        6252        8440        3501        5844        979         409         117         1                   12095/5726          
A     4610        501         4109        5197        2534        7613        7062        9625        587         501         1                   1401/587            
A     4772        236         4536        6284        5932        7562        6170        4503        1512        236         1                   1382/567            
A     3285        950         2335        5620        8098        3250        7389        1578        2335        950         1                   1781/467            
A     7175        655         6520        8479        7245        2344        1621        6631        1304        655         1                   7827/3260           
A     3500        502         2998        6498        9231        7331        7643        7935        2998        502         1                   4999/1499           
A     8175        1331        6844        9886        1955        3584        309         2509        1711        1331        1                   18061/6844          
A     5879        107         5772        6035        5365        3791        9050        7002        156         107         1                   161/78              
A     3773        762         3011        6784        1279        6185        7811        9313        3011        762         1                   10557/3011          
A     3011        399         2612        3664        2815        9855        2238        1250        653         399         1                   6675/2612           
A     4283        103         4180        4492        5257        9619        7690        2770        209         103         1                   1755/836            
A     2483        360         2123        4606        4258        2913        7690        6793        2123        360         1                   7089/2123           
A     1741        269         1472        2109        9441        6268        8249        549         368         269         1                   1925/736            
A     6792        184         6608        7618        7554        7659        8249        9558        826         184         1                   7205/3304           
A     3356        358         2998        6354        847         5750        2639        1742        2998        358         1                   4855/1499           
A     9421        14          9407        9444        8431        2252        3267        4685        23          14          1                   18865/9407          
A     5872        1124        4748        8246        1723        5587        1738        851         2374        1124        1                   7059/2374           
A     1711        523         1188        2305        5953        1894        2706        5917        594         523         1                   1004/297            
A     5836        166         5670        6970        7591        9855        2706        1250        1134        166         1                   6403/2835           
A     4320        184         4136        4508        4485        3170        8411        5418        188         184         1                   2207/1034           
A     6124        448         5676        8962        5605        6766        7076        9222        2838        448         1                   7543/2838           
A     5258        2169        3089        8347        37          2650        271         328         3089        2169        1                   13605/3089          
A     5573        1401        4172        9745        4747        6175        4405        6421        4172        1401        1                   7659/2086           
A     5991        99          5892        7464        2406        7410        4405        4561        1473        99          1                   4485/1964           
A     7057        525         6532        8690        5823        6843        3363        5741        1633        525         1                   15747/6532          
A     4542        2090        2452        6994        6227        5973        1542        9087        2452        2090        1                   2884/613            
A     2904        132         2772        3300        6769        6787        3613        5853        396         132         1                   47/21               
A     9724        30          9694        9855        3903        263         3613        5447        131         30          1                   19579/9694          
A     7267        1501        5766        9189        5681        2521        2975        2067        1922        1501        1                   8228/2883           
A     7243        79          7164        8039        5031        9192        8292        9549        796         79          1                   849/398             
A     4666        2151        2515        7181        2880        2207        8292        1963        2515        2151        1                   11847/2515          
A     6570        1102        5468        7937        1753        7322        8040        12          1367        1102        1                   14507/5468          
A     7618        280         7338        8841        6446        1979        8173        5350        1223        280         1                   16459/7338          
A     5590        2716        2874        8464        5769        715         2021        1082        2874        2716        1                   7027/1437           
A     1728        156         1572        3300        1040        4795        5417        5482        1572        156         1                   419/131             
A     6035        2141        3894        9929        4308        5002        5585        1974        3894        2141        1                   7982/1947           
A     9694        94          9600        9844        6554        38          1118        2564        150         94          1                   9769/4800           
A     7089        297         6792        8787        490         201         8172        8320        1698        297         1                   1323/566            
A     2657        73          2584        3303        4276        3961        1502        338         646         73          1                   745/323             
A     2891        1409        1482        4373        738         6421        4258        1474        1482        1409        1                   3632/741            
A     4947        2343        2604        7551        8393        5194        1101        3057        2604        2343        1                   2083/434            
A     827         207         620         1137        481         9327        5705        2487        310         207         1                   491/155             
A     2184        1071        1113        3297        8731        2731        2194        7426        1113        1071        1                   261/53              
A     5451        2175        3276        8727        4432        9409        4086        8454        3276        2175        1                   2363/546            
A     4481        526         3955        8436        3072        8062        7220        980         3955        526         1                   12917/3955          
A     5280        2551        2729        8009        2617        1934        7220        1970        2729        2551        1                   13289/2729          
A     8653        765         7888        9639        3000        4598        3199        7326        986         765         1                   269/116             
A     6372        1900        4472        8608        2464        2204        3697        4062        2236        1900        1                   3745/1118           
A     8837        197         8640        9317        6452        6763        2459        9190        480         197         1                   9077/4320           
A     6442        42          6400        6506        3939        9956        4718        2543        64          42          1                   3237/1600           
A     5131        1736        3395        8526        644         2830        2549        9103        3395        1736        1                   1951/485            
A     5729        572         5157        6302        8315        7755        5436        8036        573         572         1                   12031/5157          
A     6122        812         5310        8777        9112        2566        1661        477         2655        812         1                   14899/5310          
A     8373        447         7926        9694        4379        965         1661        8606        1321        447         1                   18067/7926          
A     6675        711         5964        8166        7784        777         411         2488        1491        711         1                   4947/1988           
A     6400        2861        3539        9939        1476        2539        4320        5762        3539        2861        1                   16339/3539          
A     1567        9           1558        1649        3430        7884        2025        4135        82          9           1                   1608/779            
A     1854        590         1264        2486        8201        2369        7392        6095        632         590         1                   1085/316            
